Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
5153-Nước ép Pigeon Nho rau củ,Sản phẩm thường,Em bé,4902508135153,4902508135153,Có,50000,57000,55000,70000,57000,58000,Set(16),50000,10,50000,0,50000,0,50000,0,50000,0
Daisy gà phô mai rau củ Pigeon (13562),Sản phẩm thường,Em bé,4902508135627,4902508135627,Có,60000,62000,62000,75000,62000,65000,Thùng (30),60000,0,60000,0,60000,0,60000,0,60000,0
Daisy Pigeon gà phô mai 56g (13570),Sản phẩm thường,Em bé,4902508135702,4902508135702,Có,55000,60000,59000,75000,60000,62000,Gói(32),55000,1,55000,4,55000,12,55000,0,55000,0
5931-Nước ép Pigeon táo,Sản phẩm thường,Em bé,4902508135931,4902508135931,Có,49000,57000,55000,70000,57000,58000,set (16),49000,1,49000,0,49000,0,49000,0,49000,0
5948-Nước ép Pigeon  táo cam nho,Sản phẩm thường,Em bé,4902508135948,4902508135948,Có,50000,57000,55000,70000,57000,58000,Hộp (16),50000,31,50000,0,50000,0,50000,0,50000,0
7713-Nước điện giải Pigeon Táo ,Sản phẩm thường,Em bé,4902508137713,4902508137713,Có,50000,57000,55000,70000,57000,58000,Hộp(16),50000,0,50000,4,50000,0,50000,0,50000,0
Dán ấm ngực Pigeon 6M,Sản phẩm thường,Em bé,4902508150729,4902508150729,Có,70000,75000,73000,110000,75000,80000,Hộp (5x6),70000,0,70000,13,70000,0,70000,0,70000,0
Miếng dán hạ sốt Pigeon (6 miếng),Sản phẩm thường,Em bé,4902508150927,4902508150927,Có,60000,65000,65000,100000,65000,70000,Hộp (5x6),60000,0,60000,0,60000,0,60000,0,60000,0
0934-Miếng dán hạ sốt Pigeon 12M,Sản phẩm thường,Em bé,4902508150934,4902508150934,Có,105000,120000,115000,180000,120000,125000,Hộp(5x4),105000,8,105000,5,105000,24,105000,0,105000,0
1061-Kéo cắt móng tay cho bé Pigeon,Sản phẩm thường,Em bé,4902508151061,4902508151061,Có,105000,115000,115000,160000,115000,115000,Cái,105000,0,105000,0,105000,0,105000,0,105000,0
0665-Bộ muỗng nĩa cho bé Pigoen ,Sản phẩm thường,Em bé,4902508180665,4902508180665,Có,100000,165000,165000,150000,165000,165000,set(4x5),100000,3,100000,5,100000,0,100000,0,100000,0
0948-Đũa tập ăn cho bé Pigeon,Sản phẩm thường,Em bé,4902508180948,4902508180948,Có,79000,90000,90000,120000,90000,90000,Cái,79000,0,79000,0,79000,0,79000,0,79000,0
0065-Miếng dán chống muỗi Pigeon 24M cho bé,Sản phẩm thường,Em bé,4902508210065,4902508210065,Có,80000,95000,90000,150000,95000,100000,Gói,80000,0,80000,3,80000,0,80000,0,80000,0
0096-Miếng dán chống muỗi cho bé 60M Pigeon ,Sản phẩm thường,Em bé,4902508210096,4902508210096,Có,155000,170000,165000,220000,170000,175000,Gói(60),155000,0,155000,0,155000,0,155000,0,155000,0
1116-Ấm ngực Pigeon,Sản phẩm thường,Em bé,4902508211116,4902508211116,Có,110000,115000,115000,200000,115000,120000,Tuýp(30),110000,0,110000,0,110000,0,110000,0,110000,0
Bánh ăn dặm apagad cam,Sản phẩm thường,Em bé,4902555132747,4902555132747,Có,45000,52000,52000,60000,52000,52000,Hộp,45000,0,45000,0,45000,0,45000,0,45000,0
3704-Mì Somen Hakubaku cho bé 5 tháng 100g,Sản phẩm thường,Em bé,4902571203704,4902571203704,Có,47000,55000,52000,70000,55000,58000,Gói( 10),47000,24,47000,15,47000,5,47000,0,47000,0
3902-Mì Udon Hakubaku cho bé 7 tháng 100g,Sản phẩm thường,Em bé,4902571203902,4902571203902,Có,47000,55000,52000,70000,55000,58000,Gói (10),47000,31,47000,2,47000,14,47000,0,47000,0
3957-Mì Spaghetti Hakubaku cho bé 9 tháng 100g,Sản phẩm thường,Em bé,4902571203957,4902571203957,Có,47000,55000,52000,70000,55000,58000,Gói (10),47000,36,47000,13,47000,8,47000,0,47000,0
Dầu Oliu Extra 70g,Sản phẩm thường,Em bé,4902590852716,4902590852716,Có,35000,40000,37000,60000,40000,42000,Chai(15),35000,10,35000,14,35000,11,35000,0,35000,0
2853-Dầu mè Ajinomoto 70g,Sản phẩm thường,Em bé,4902590852853,4902590852853,Có,35000,40000,37000,60000,40000,42000,Chai(15),35000,11,35000,18,35000,13,35000,0,35000,0
1903- Miến ăn liền Hikari Miso 10 gói,Sản phẩm thường,Em bé,4902663011903,4902663011903,Có,65000,72000,68000,100000,72000,75000,Gói(8),65000,15,65000,14,65000,5,65000,0,65000,0
2030-Miến ăn liền Hikari Miso 12 gói ,Sản phẩm thường,Em bé,4902663012030,4902663012030,Có,74000,85000,80000,120000,85000,90000,Gói(8),74000,3,74000,14,74000,8,74000,0,74000,0
Miến ăn liền Hikari Miso Vị súp trứng 22.4g,Sản phẩm thường,Em bé,4902663012078,4902663012078,Có,33990,42000,42000,50000,42000,40000,Gói,33990,0,33990,0,33990,0,33990,0,33990,0
Phô mai viên Apaman đỏ,Sản phẩm thường,Em bé,4902705094789,4902705094789,Có,45000,50000,50000,60000,50000,50000,gói,45000,0,45000,0,45000,0,45000,0,45000,0
Nui ăn dặm 9 tháng rau củ,Sản phẩm thường,Em bé,4902705105904,4902705105904,Có,10000,150000,150000,20000,150000,150000,gói,10000,0,10000,0,10000,0,10000,0,10000,0
Cháo ăn dặm 9 tháng đậu hũ thập cẩm,Sản phẩm thường,Em bé,4902705105935,4902705105935,Có,10000,10000,10000,20000,10000,10000,gói,10000,0,10000,0,10000,0,10000,0,10000,0
Cháo ăn dặm các loại đậu,Sản phẩm thường,Em bé,4902705105942,4902705105942,Có,10000,10000,10000,20000,10000,10000,gói,10000,0,10000,0,10000,0,10000,0,10000,0
Cháo ăn dặm rau củ,Sản phẩm thường,Em bé,4902705105959,4902705105959,Có,10000,10000,10000,20000,10000,10000,gói,10000,0,10000,0,10000,0,10000,0,10000,0
Cháo ăn dặm 9 tháng hải sản,Sản phẩm thường,Em bé,4902705105973,4902705105973,Có,10000,10000,10000,20000,10000,10000,gói,10000,0,10000,0,10000,0,10000,0,10000,0
Cháo ăn dặm 12 tháng xốt phô mai rau củ,Sản phẩm thường,Em bé,4902705106000,4902705106000,Có,10000,10000,10000,20000,10000,10000,Hộp,10000,0,10000,0,10000,0,10000,0,10000,0
Cháo ăn dặm 12 tháng xốt rau củ,Sản phẩm thường,Em bé,4902705106031,4902705106031,Có,10000,10000,10000,20000,10000,10000,hộp,10000,0,10000,0,10000,0,10000,0,10000,0
Trà táo,Sản phẩm thường,Em bé,4902705107465,4902705107465,Có,10000,30000,30000,20000,30000,30000,Hộp,10000,0,10000,0,10000,0,10000,0,10000,0
Cháo ăn dặm,Sản phẩm thường,Em bé,4902705107571,4902705107571,Có,60000,47000,47000,65000,47000,48000,Hộp,60000,0,60000,0,60000,0,60000,0,60000,0
Trà rau củ Meiji,Sản phẩm thường,Em bé,4902705107588,4902705107588,Có,10000,65000,65000,20000,65000,65000,Hộp,10000,0,10000,0,10000,0,10000,0,10000,0
"Cháo ăn dặm 9 tháng gạo, thập cẩm",Sản phẩm thường,Em bé,4902705107939,4902705107939,Có,10000,10000,10000,20000,10000,10000,gói,10000,0,10000,0,10000,0,10000,0,10000,0
Cháo ăn dặm 9 tháng xốt phô mai,Sản phẩm thường,Em bé,4902705110267,4902705110267,Có,10000,10000,10000,20000,10000,10000,gói,10000,0,10000,0,10000,0,10000,0,10000,0
Cháo ăn dăm rau củ 16 tháng,Sản phẩm thường,Em bé,4902705111561,4902705111561,Có,10000,10000,10000,20000,10000,10000,Hộp,10000,0,10000,0,10000,0,10000,0,10000,0
Cháo ăn dặm 16 tháng rau củ,Sản phẩm thường,Em bé,4902705114579,4902705114579,Có,10000,10000,10000,20000,10000,10000,Hộp,10000,0,10000,0,10000,0,10000,0,10000,0
Cháo ăn dặm 9 tháng thập cẩm,Sản phẩm thường,Em bé,4902705114623,4902705114623,Có,10000,10000,10000,20000,10000,10000,Hộp,10000,0,10000,0,10000,0,10000,0,10000,0
Phô mai Kraft,Sản phẩm thường,Em bé,4902720105897,4902720105897,Có,52000,48000,48000,80000,48000,50000,Hộp,52000,0,52000,0,52000,0,52000,0,52000,0
Phô mai QBB Việt quất,Sản phẩm thường,Em bé,4902720105927,4902720105927,Có,45000,52000,50000,75000,52000,55000,Hộp,45000,0,45000,0,45000,0,45000,0,45000,0
Phô mai Kraft cheese,Sản phẩm thường,Em bé,4902720116329,4902720116329,Có,65000,60000,60000,80000,60000,50000,Hộp,65000,0,65000,0,65000,0,65000,0,65000,0
Morinaga thanh số 9,Sản phẩm thường,Em bé,4902720119849,4902720119849,Có,134000,140000,140000,160000,140000,145000,Hộp ,134000,0,134000,0,134000,0,134000,0,134000,0
Phô mai Kraft caramell vani,Sản phẩm thường,Em bé,4902720123204,4902720123204,Có,55000,60000,60000,80000,60000,60000,gói,55000,0,55000,0,55000,0,55000,0,55000,0
phô mai chanh Kraft,Sản phẩm thường,Em bé,4902720123211,4902720123211,Có,52000,48000,48000,80000,48000,50000,gói,52000,0,52000,0,52000,0,52000,0,52000,0
Mì ly con heo đỏ,Sản phẩm thường,Em bé,4902775057486,4902775057486,Có,15000,18000,17000,20000,18000,19000,Hộp (15),15000,0,15000,0,15000,0,15000,0,15000,0
Mì ly con heo trắng,Sản phẩm thường,Em bé,4902775057493,4902775057493,Có,15000,18000,17000,20000,18000,19000,Ly(15),15000,0,15000,0,15000,0,15000,0,15000,0
Mì ly con heo vàng,Sản phẩm thường,Em bé,4902775057509,4902775057509,Có,15000,22000,22000,20000,22000,23000,Ly (15),15000,0,15000,0,15000,0,15000,0,15000,0
Mì ly con heo xanh,Sản phẩm thường,Em bé,4902775057516,4902775057516,Có,15000,18000,17000,20000,18000,19000,Hộp (15),15000,0,15000,0,15000,0,15000,0,15000,0
6273-Viên men sữa chua Meiji xanh vị sữa 18 viên,Sản phẩm thường,Em bé,4902777116273,4902777116273,Có,33000,35000,35000,50000,35000,36000,Hộp(80),33000,0,33000,0,33000,0,33000,0,33000,0
6501-Viên men sữa chua Meiji vàng vị chanh 18 viên,Sản phẩm thường,Em bé,4902777116501,4902777116501,Có,33000,40000,40000,50000,40000,40000,Hộp,33000,0,33000,0,33000,0,33000,0,33000,0
Rắc cơm trứng + rong biển,Sản phẩm thường,Em bé,4902820010138,4902820010138,Có,24000,35000,35000,35000,35000,35000,gói,24000,0,24000,0,24000,0,24000,0,24000,0
Rắc cơm cá ngừ rong biển,Sản phẩm thường,Em bé,4902820010466,4902820010466,Có,23000,35000,35000,35000,35000,35000,gói,23000,0,23000,0,23000,0,23000,0,23000,0
4110-Rắc cơm cá ngừ rong biển đậu hũ,Sản phẩm thường,Em bé,4902820104110,4902820104110,Có,28000,30000,29000,40000,30000,31000,Gói(12*10),28000,24,28000,12,28000,20,28000,0,28000,0
"4126-Rắc cơm rong biển, mè ",Sản phẩm thường,Em bé,4902820114126,4902820114126,Có,28000,30000,29000,40000,30000,31000,Gói(12*10),28000,28,28000,15,28000,19,28000,0,28000,0
4652-Rắc cơm cá lá tía tô,Sản phẩm thường,Em bé,4902820114652,4902820114652,Có,28000,30000,29000,40000,30000,31000,Gói(12*10),28000,56,28000,18,28000,18,28000,0,28000,0
4676-Rắc cơm vị bò với wasabi,Sản phẩm thường,Em bé,4902820114676,4902820114676,Có,25000,28000,28000,40000,28000,30000,Gói(12x10),25000,0,25000,0,25000,0,25000,0,25000,0
Rắc cơm cá ngừ rong biển,Sản phẩm thường,Em bé,4902820114805,4902820114805,Có,24000,25000,25000,35000,25000,25000,gói,24000,0,24000,0,24000,0,24000,0,24000,0
"4836-Rắc cơm cá ngừ, mơ",Sản phẩm thường,Em bé,4902820114836,4902820114836,Có,28000,30000,29000,40000,30000,31000,Gói(12*10),28000,45,28000,13,28000,19,28000,0,28000,0
553 HĐ- Gia vị rắc cơm trứng cá tuyết 28g,Sản phẩm thường,Em bé,4902820916553,4902820916553,Có,36801,39000,38000,50000,39000,40000,gói,36801,0,36801,0,36801,0,36801,0,36801,0
Rắc cơm gà cá hồi,Sản phẩm thường,Em bé,4902820917031,4902820917031,Có,30000,35000,35000,40000,35000,35000,gói,30000,0,30000,0,30000,0,30000,0,30000,0
2709-Bánh ăn dặm hình gấu Morinaga,Sản phẩm thường,Em bé,4902888182709,4902888182709,Có,38000,43000,41000,60000,43000,45000,Hộp(40),38000,35,38000,31,38000,23,38000,0,38000,0
0014-Bánh xốp ăn dặm Morinaga,Sản phẩm thường,Em bé,4902888200014,4902888200014,Có,37000,42000,40000,45000,42000,47000,Hộp(72),37000,245,37000,17,37000,0,37000,0,37000,0
0781-Phô mai rắc ,Sản phẩm thường,Em bé,4903050100781,4903050100781,Có,58000,68000,65000,90000,68000,70000,Chai (12),58000,7,58000,13,58000,6,58000,0,58000,0
Cá bào Jas 80g,Sản phẩm thường,Em bé,4903065015452,4903065015452,Có,82000,86000,86000,120000,86000,125000,gói (12),82000,0,82000,0,82000,0,82000,0,82000,0
1053-Daisy cá cơm nhỏ Jas 4gx10,Sản phẩm thường,Em bé,4903065061053,4903065061053,Có,30000,35000,35000,50000,35000,40000,Hộp,30000,0,30000,0,30000,0,30000,0,30000,0
1770-Daisy cá Jas 4gx10,Sản phẩm thường,Em bé,4903065061770,4903065061770,Có,30000,35000,35000,50000,35000,40000,Hộp,30000,0,30000,0,30000,0,30000,0,30000,0
Giấy ướt Moony block 10 gói 80 tờ màu xanh ,Sản phẩm thường,Em bé,4903111186204,4903111186204,Có,250000,280000,270000,320000,280000,290000,Block(4),250000,0,250000,1,250000,4,250000,0,250000,0
6365-Giấy ướt moony block 10 x 60 tờ hồng,Sản phẩm thường,Em bé,4903111186365,4903111186365,Có,240000,270000,260000,320000,270000,275000,Bolck(4),240000,0,240000,0,240000,0,240000,0,240000,0
"Block Giấy ướt Moony 50 tờ, tan trong nước ",Sản phẩm thường,Em bé,4903111186419,4903111186419,Có,240000,270000,260000,320000,270000,275000,Block(4),240000,0,240000,2,240000,0,240000,0,240000,0
KĐR bé Lion nho 60g,Sản phẩm thường,Em bé,4903301093565,4903301093565,Có,42000,48000,48000,60000,48000,50000,tuýp,42000,0,42000,0,42000,0,42000,0,42000,0
Kem đánh răng em bé hương cam 60g,Sản phẩm thường,Em bé,4903301099222,4903301099222,Có,55000,58000,57000,70000,58000,59000,tuýp,55000,0,55000,0,55000,0,55000,0,55000,0
KĐR em bé Lion hương đào 60g,Sản phẩm thường,Em bé,4903301099239,4903301099239,Có,42000,48000,48000,60000,48000,50000,tuýp,42000,0,42000,0,42000,0,42000,0,42000,0
9277-NSM Lion cho bé vị nho 250ml,Sản phẩm thường,Em bé,4903301099277,4903301099277,Có,72000,80000,78000,120000,80000,82000,Chai(24),72000,0,72000,6,72000,0,72000,0,72000,0
9291-NSM Lion cho bé vị đào 250ml,Sản phẩm thường,Em bé,4903301099291,4903301099291,Có,72000,80000,78000,120000,80000,82000,Chai(24),72000,0,72000,3,72000,0,72000,0,72000,0
KĐR em bé Lion dâu 60g,Sản phẩm thường,Em bé,4903301231134,4903301231134,Có,42000,48000,48000,60000,48000,50000,tuýp,42000,0,42000,0,42000,0,42000,0,42000,0
1141-NSM Lion cho bé vị dâu 250ml,Sản phẩm thường,Em bé,4903301231141,4903301231141,Có,72000,80000,78000,120000,80000,82000,Chai(24),72000,0,72000,0,72000,0,72000,0,72000,0
3565-Siro cảm cúm cho bé Bufferin vị dâu 120ml,Sản phẩm thường,Em bé,4903301233565,4903301233565,Có,150000,155000,153000,200000,155000,158000,chai(5x10),150000,1,150000,8,150000,3,150000,0,150000,0
Siro cảm cúm cho bé Bufferin vị đào 120ml,Sản phẩm thường,Em bé,4903301233596,4903301233596,Có,150000,155000,153000,200000,155000,158000,chai(5x10),150000,32,150000,5,150000,9,150000,0,150000,0
3619-Siro ho cho bé Bufferin vị dâu 120ml,Sản phẩm thường,Em bé,4903301233619,4903301233619,Có,150000,155000,153000,200000,155000,158000,chai(5x10),150000,2,150000,3,150000,5,150000,0,150000,0
4670-Phô mai QBB vị tự nhiên 15gx4,Sản phẩm thường,Em bé,4903308004670,4903308004670,Có,40000,55000,55000,65000,55000,60000,Block,40000,0,40000,0,40000,0,40000,0,40000,0
4700-Phô mai QBB phô mai 15gx4,Sản phẩm thường,Em bé,4903308004700,4903308004700,Có,40000,53000,53000,65000,53000,55000,Block,40000,0,40000,0,40000,0,40000,0,40000,0
4724-Phô mai QBB bổ sung sắt 15gx4,Sản phẩm thường,Em bé,4903308004724,4903308004724,Có,40000,53000,53000,65000,53000,55000,Block,40000,0,40000,0,40000,0,40000,0,40000,0
4731-Phô mai QBB tiêu đen 15gx4,Sản phẩm thường,Em bé,4903308004731,4903308004731,Có,0,53000,53000,65000,53000,55000,BLock,0,0,0,0,0,0,0,0,0,0
5615-Phô mai QBB bổ sung Canxi 15gx4,Sản phẩm thường,Em bé,4903308005615,4903308005615,Có,30000,40000,40000,65000,40000,45000,Block,30000,0,30000,0,30000,0,30000,0,30000,0
Phô mai QBB cheese,Sản phẩm thường,Em bé,4903308006605,4903308006605,Có,47000,52000,50000,75000,52000,55000,Thùng (36),47000,0,47000,0,47000,0,47000,0,47000,0
Phô mai QBB chocola hạnh nhân hộp 9 miếng,Sản phẩm thường,Em bé,4903308009415,4903308009415,Có,75000,80000,80000,95000,80000,60000,Hộp,75000,0,75000,0,75000,0,75000,0,75000,0
2798-Phô mai Emina QBB vị vani 6M,Sản phẩm thường,Em bé,4903308012798,4903308012798,Có,46000,53000,51000,75000,53000,55000,Hộp(36),46000,38,46000,18,46000,17,46000,0,46000,0
2804-Phô mai Emina QBB vị nho 6M,Sản phẩm thường,Em bé,4903308012804,4903308012804,Có,46000,53000,51000,75000,53000,55000,Hộp(36),46000,0,46000,94,46000,35,46000,0,46000,0
2811--Phô mai Emina QBB vị óc chó 6M,Sản phẩm thường,Em bé,4903308012811,4903308012811,Có,46000,53000,51000,75000,53000,55000,Hộp(36),46000,71,46000,55,46000,36,46000,0,46000,0
2941-Phô mai Emina QBB vị dâu việt quất 6M,Sản phẩm thường,Em bé,4903308012941,4903308012941,Có,46000,53000,51000,75000,53000,55000,Hộp(36),46000,73,46000,44,46000,35,46000,0,46000,0
0235-Phô mai QBB Vani,Sản phẩm thường,Em bé,4903308030235,4903308030235,Có,52000,58000,55000,75000,58000,60000,Hộp (36),52000,72,52000,74,52000,72,52000,0,52000,0
0301-Phô mai QBB Nho,Sản phẩm thường,Em bé,4903308030310,4903308030310,Có,52000,58000,55000,75000,58000,60000,Hộp (36),52000,72,52000,90,52000,73,52000,0,52000,0
0327-Phô mai QBB hạt óc chó,Sản phẩm thường,Em bé,4903308030327,4903308030327,Có,52000,58000,55000,75000,58000,60000,Hộp (36),52000,72,52000,89,52000,98,52000,0,52000,0
0358-Phô mai QBB chanh,Sản phẩm thường,Em bé,4903308030358,4903308030358,Có,56000,60000,58000,75000,60000,62000,Hộp(36),56000,0,56000,0,56000,0,56000,0,56000,0
Phô mai QBB cam cara 9 miếng,Sản phẩm thường,Em bé,4903308030471,4903308030471,Có,63000,65000,65000,75000,65000,68000,hộp,63000,0,63000,0,63000,0,63000,0,63000,0
0730-Phô mai QBB thơm,Sản phẩm thường,Em bé,4903308030730,4903308030730,Có,45000,52000,50000,75000,52000,55000,Thùng(36),45000,0,45000,0,45000,0,45000,0,45000,0
0747-Phô mai QBB  hạt dẻ,Sản phẩm thường,Em bé,4903308030747,4903308030747,Có,46000,60000,58000,75000,60000,62000,Hộp(36),46000,0,46000,3,46000,0,46000,0,46000,0
Phô mai QBB táo,Sản phẩm thường,Em bé,4903308030891,4903308030891,Có,45000,52000,50000,75000,52000,55000,Thùng (36),45000,0,45000,0,45000,0,45000,0,45000,0
1294-Phô mai QBB Bơ Kiwi,Sản phẩm thường,Em bé,4903308031294,4903308031294,Có,45000,52000,50000,75000,52000,55000,Hộp(36),45000,0,45000,0,45000,0,45000,0,45000,0
1300-Phô mai QBB dâu việt quất,Sản phẩm thường,Em bé,4903308031300,4903308031300,Có,54000,55000,55000,75000,55000,55000,Hộp(36),54000,0,54000,0,54000,0,54000,0,54000,0
3977-Phô mai QBB dâu,Sản phẩm thường,Em bé,4903308033977,4903308033977,Có,55000,60000,58000,75000,60000,62000,Hộp(36),55000,0,55000,0,55000,0,55000,0,55000,0
Phô mai QBB cam chocola 9 miếng,Sản phẩm thường,Em bé,4903308034110,4903308034110,Có,52000,55000,55000,75000,55000,55000,Hộp (12x3),52000,0,52000,0,52000,0,52000,0,52000,0
4394-Phô mai QBB xoài,Sản phẩm thường,Em bé,4903308034394,4903308034394,Có,48000,58000,55000,45000,58000,60000,Thùng (36),48000,153,48000,1,48000,15,48000,0,48000,0
5179-Phô mai QBB que,Sản phẩm thường,Em bé,4903308035179,4903308035179,Có,68000,75000,75000,70000,75000,80000,Gói(20),68000,0,68000,0,68000,0,68000,0,68000,0
5308-Phô mai QBB táo ,Sản phẩm thường,Em bé,4903308035308,4903308035308,Có,46000,54000,52000,75000,54000,55000,Hộp(36),46000,0,46000,0,46000,0,46000,0,46000,0
5315-Phô mai QBB dâu việt quất,Sản phẩm thường,Em bé,4903308035315,4903308035315,Có,52000,58000,55000,75000,58000,60000,Hộp(36),52000,72,52000,70,52000,45,52000,0,52000,0
5339-Phô mai cây QBB ( 18 cây ),Sản phẩm thường,Em bé,4903308035339,4903308035339,Có,105000,115000,115000,150000,115000,120000,Hộp(15),105000,0,105000,0,105000,0,105000,0,105000,0
5605-Phô mai QBB vị cam đỏ,Sản phẩm thường,Em bé,4903308035605,4903308035605,Có,46000,53000,51000,80000,53000,55000,Hộp(36),46000,10,46000,53,46000,26,46000,0,46000,0
5742-Phô Mai QBB Vị Việt Quất mới,Sản phẩm thường,Em bé,4903308035742,4903308035742,Có,52000,58000,55000,75000,58000,60000,hộp(36),52000,72,52000,73,52000,55,52000,0,52000,0
Phô mai QBB viên xanh,Sản phẩm thường,Em bé,4903308036046,4903308036046,Có,28000,52000,50000,75000,52000,55000,hộp,28000,0,28000,0,28000,0,28000,0,28000,0
Phô mai bí đỏ hạnh nhân,Sản phẩm thường,Em bé,4903308036442,4903308036442,Có,43000,55000,55000,75000,55000,50000,hộp (36),43000,0,43000,0,43000,0,43000,0,43000,0
Phô mai mâm xôi,Sản phẩm thường,Em bé,4903308036725,4903308036725,Có,48000,60000,60000,80000,60000,55000,Hộp,48000,0,48000,0,48000,0,48000,0,48000,0
Phô mai trà xanh,Sản phẩm thường,Em bé,4903308036756,4903308036756,Có,63000,30000,30000,20000,30000,30000,hộp,63000,0,63000,0,63000,0,63000,0,63000,0
Hộp giấy ướt Hello kity,Sản phẩm thường,Em bé,4903320482302,4903320482302,Có,121000,130000,130000,150000,130000,135000,Hộp,121000,0,121000,0,121000,0,121000,0,121000,0
Hộp giấy ướt bé gái hồng,Sản phẩm thường,Em bé,4903320482319,4903320482319,Có,126000,130000,130000,150000,130000,135000,Hộp,126000,1,126000,1,126000,1,126000,0,126000,0
"Giấy ướt 99,9%",Sản phẩm thường,Em bé,4903320482371,4903320482371,Có,25350,30000,30000,40000,30000,35000,gói,25350,0,25350,0,25350,0,25350,0,25350,0
Giấy ướt 99% hồng,Sản phẩm thường,Em bé,4903320482388,4903320482388,Có,26000,30000,30000,40000,30000,33000,gói,26000,0,26000,0,26000,0,26000,0,26000,0
Hộp đựng giấy ướt Doraemon xanh ,Sản phẩm thường,Em bé,4903320482753,4903320482753,Có,120000,130000,130000,150000,130000,135000,hộp ,120000,4,120000,0,120000,4,120000,0,120000,0
Hộp đựng giấy ướt Pokemon,Sản phẩm thường,Em bé,4903320482791,4903320482791,Có,125000,130000,130000,150000,130000,135000,cái,125000,0,125000,0,125000,0,125000,0,125000,0
Dầu tắm gội tạo bọt cho bé chiết xuất lá đào 500ml,Sản phẩm thường,Em bé,4903361862750,4903361862750,Có,135000,150000,145000,220000,150000,155000,Chai(12),135000,17,135000,12,135000,1,135000,0,135000,0
Mì ly Daikuko vị rong biển ,Sản phẩm thường,Em bé,4904511006215,4904511006215,Có,37000,41000,40000,50000,41000,41000,Hộp,37000,0,37000,0,37000,0,37000,0,37000,0
2099-Rắc cơm vị cà rốt,Sản phẩm thường,Em bé,4904561012099,4904561012099,Có,25000,30000,29000,40000,30000,31000,Gói,25000,0,25000,0,25000,0,25000,0,25000,0
0802-Rắc cơm vị trứng thịt,Sản phẩm thường,Em bé,4904561030802,4904561030802,Có,30000,33000,33000,45000,33000,35000,Gói(8*10),30000,0,30000,0,30000,0,30000,0,30000,0
Rắc cơm Hello Kitty 8g rau củ,Sản phẩm thường,Em bé,4904561030864,4904561030864,Có,25000,50000,50000,40000,50000,32000,Gói (10x8),25000,0,25000,0,25000,0,25000,0,25000,0
Rắc cơm Hello Kitty 8g cá ,Sản phẩm thường,Em bé,4904561030871,4904561030871,Có,25000,50000,50000,40000,50000,32000,Gói (10x8),25000,0,25000,0,25000,0,25000,0,25000,0
Rắc cơm Hellokitty 85g,Sản phẩm thường,Em bé,4904561032806,4904561032806,Có,30000,33000,32000,30000,33000,34000,gói (6x10),30000,25,30000,1,30000,1,30000,0,30000,0
Rắc cơm Hello Kitty 20g rau củ,Sản phẩm thường,Em bé,4904561033087,4904561033087,Có,44000,50000,50000,65000,50000,54000,bịch (60),44000,0,44000,0,44000,0,44000,0,44000,0
Miến ăn liền & soup Daisho 5 vị ,Sản phẩm thường,Em bé,4904621070274,4904621070274,Có,72000,85000,85000,120000,85000,87000,Gói ( 10),72000,0,72000,0,72000,0,72000,0,72000,0
Miến ăn liền Daisho 10 gói màu vàng,Sản phẩm thường,Em bé,4904621070403,4904621070403,Có,80000,85000,85000,120000,85000,90000,Gói ( 10),80000,0,80000,0,80000,0,80000,0,80000,0
Miến ăn liền Daisho ngũ vị 10 gói,Sản phẩm thường,Em bé,4904621070595,4904621070595,Có,75000,85000,82000,120000,85000,87000,gói (10),75000,0,75000,0,75000,0,75000,0,75000,0
7245-Mô hình gia đình Gấu Takara Tomy Artes,Sản phẩm thường,Em bé,4904790107245,4904790107245,Có,90000,100000,95000,130000,100000,102000,Cái,90000,0,90000,0,90000,0,90000,0,90000,0
5006-Trứng cá tuyết Happy 100g,Sản phẩm thường,Em bé,4907618245006,4907618245006,Có,62000,68000,66000,100000,68000,70000,Hũ(12),62000,24,62000,15,62000,14,62000,0,62000,0
Dầu gạo ăn dặm cao cấp Tsuno 180gr,Sản phẩm thường,Em bé,4932313033054,4932313033054,Có,71200,77000,75000,90000,77000,78000,Chai,71200,11,71200,5,71200,10,71200,0,71200,0
2298-Dán hạ sốt Hiehie 16M,Sản phẩm thường,Em bé,4935583202298,4935583202298,Có,70000,80000,73000,140000,80000,85000,Hộp(30),70000,0,70000,0,70000,0,70000,0,70000,0
0952-Nước ép trái cây Morinaga Táo Nho,Sản phẩm thường,Em bé,49410952,49410952,Có,51000,52000,52000,80000,52000,55000,Block(6),51000,0,51000,0,51000,0,51000,0,51000,0
Nước ép trái cây Morinaga Cam + đào,Sản phẩm thường,Em bé,49410969,49410969,Có,50000,20000,20000,80000,20000,37000,set (6),50000,0,50000,0,50000,0,50000,0,50000,0
