Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
8990-Bánh hộp Gateau Selection 30 gói,Sản phẩm thường,Bánh kẹo,4901360298990,4901360298990,Có,185000,210000,205000,50000,210000,215000,Hộp(4),185000,0,185000,0,185000,0,185000,0,185000,0
Bánh EveryBurger đỏ,Sản phẩm thường,Bánh kẹo,4901360305896,4901360305896,Có,32000,38000,38000,55000,38000,40000,hộp,32000,0,32000,0,32000,0,32000,0,32000,0
Bánh gốc cây Bourbon ,Sản phẩm thường,Bánh kẹo,4901360305902,4901360305902,Có,32000,37000,37000,50000,37000,37000,Hộp (8x10),32000,0,32000,0,32000,0,32000,0,32000,0
Bánh Chocola Bourbon,Sản phẩm thường,Bánh kẹo,4901360305926,4901360305926,Có,70000,75000,75000,90000,75000,75000,Hộp,70000,0,70000,0,70000,0,70000,0,70000,0
Bánh quy Chocola Bourbon,Sản phẩm thường,Bánh kẹo,4901360307593,4901360307593,Có,80000,90000,90000,50000,90000,90000,Hộp,80000,0,80000,0,80000,0,80000,0,80000,0
Bánh bông lan con sò,Sản phẩm thường,Bánh kẹo,4901360307630,4901360307630,Có,65000,75000,75000,90000,75000,75000,gói,65000,0,65000,0,65000,0,65000,0,65000,0
Bánh quy nhân Bơ + nho,Sản phẩm thường,Bánh kẹo,4901360307678,4901360307678,Có,67000,80000,80000,110000,80000,80000,Gói (12),67000,0,67000,0,67000,4,67000,0,67000,0
Bánh buorbon cuộn trắng,Sản phẩm thường,Bánh kẹo,4901360307739,4901360307739,Có,30000,65000,65000,40000,65000,65000,Hộp,30000,0,30000,0,30000,0,30000,0,30000,0
Bánh quy cuộn kem Bourbon ,Sản phẩm thường,Bánh kẹo,4901360307746,4901360307746,Có,30000,35000,35000,45000,35000,35000,Gói (12),30000,0,30000,0,30000,0,30000,0,30000,0
Bánh cuộn Bourbon nhỏ,Sản phẩm thường,Bánh kẹo,4901360307760,4901360307760,Có,30000,50000,50000,30000,50000,50000,Hộp,30000,0,30000,0,30000,0,30000,0,30000,0
Bánh xốp cuộn Bourbon,Sản phẩm thường,Bánh kẹo,4901360307999,4901360307999,Có,80000,90000,90000,110000,90000,90000,Hộp,80000,0,80000,0,80000,0,80000,0,80000,0
9511-Bánh que nhân kem dâu ,Sản phẩm thường,Bánh kẹo,4901360309511,4901360309511,Có,42000,45000,45000,90000,45000,45000,Hộp,42000,0,42000,0,42000,0,42000,0,42000,0
Bánh que nhân chocola,Sản phẩm thường,Bánh kẹo,4901360309528,4901360309528,Có,40000,45000,45000,20000,45000,45000,Hộp,40000,0,40000,0,40000,0,40000,0,40000,0
Bánh bông lan cuộn Bourbon,Sản phẩm thường,Bánh kẹo,4901360311002,4901360311002,Có,75000,80000,80000,100000,80000,70000,gói (12),75000,0,75000,0,75000,0,75000,0,75000,0
1040-Bánh bông lan nướng,Sản phẩm thường,Bánh kẹo,4901360311040,4901360311040,Có,60000,65000,65000,80000,65000,50000,gói (12),60000,0,60000,0,60000,0,60000,0,60000,0
1057-Bánh quy kem Vanilla Bourbon 20 cái (31105),Sản phẩm thường,Bánh kẹo,4901360311057,4901360311057,Có,62000,70000,67000,100000,70000,75000,Hộp(12),62000,2,62000,0,62000,0,62000,0,62000,0
1682-Bánh quy BourBon hộp thiếc ,Sản phẩm thường,Bánh kẹo,4901360311682,4901360311682,Có,130000,150000,145000,150000,150000,155000,Hộp(4),130000,0,130000,0,130000,0,130000,0,130000,0
Bánh hộp Bourbon chocola chip,Sản phẩm thường,Bánh kẹo,4901360311699,4901360311699,Có,100000,110000,110000,150000,110000,112000,Hộp,100000,0,100000,0,100000,0,100000,0,100000,0
Bánh quy Micky Hallowwin,Sản phẩm thường,Bánh kẹo,4901360312252,4901360312252,Có,67000,75000,75000,100000,75000,75000,hộp,67000,0,67000,0,67000,0,67000,0,67000,0
Bánh xốp mềm Bourbon,Sản phẩm thường,Bánh kẹo,4901360312290,4901360312290,Có,70000,80000,80000,100000,80000,80000,Hộp,70000,0,70000,0,70000,0,70000,0,70000,0
Bánh bông lan phủ Chocolate,Sản phẩm thường,Bánh kẹo,4901360312320,4901360312320,Có,75000,80000,80000,110000,80000,85000,Gói (12),75000,0,75000,0,75000,0,75000,0,75000,0
2917-Bánh Quy Delicion 300g,Sản phẩm thường,Bánh kẹo,4901360312917,4901360312917,Có,300000,250000,250000,450000,250000,250000,Hộp,300000,0,300000,0,300000,0,300000,0,300000,0
Chocola Bourbon ALFORT trắng,Sản phẩm thường,Bánh kẹo,4901360314966,4901360314966,Có,27000,35000,30000,45000,35000,36000,hộp,27000,0,27000,0,27000,0,27000,0,27000,0
Bánh quy nhân kem Bourbon 12 miếng,Sản phẩm thường,Bánh kẹo,4901360315482,4901360315482,Có,47000,50000,50000,55000,50000,50000,Hộp (6x4),47000,0,47000,0,47000,0,47000,0,47000,0
5956-Bánh quy kem trà xanh Bourbon 20 cái,Sản phẩm thường,Bánh kẹo,4901360315956,4901360315956,Có,62000,70000,67000,100000,70000,75000,Gói (12),62000,8,62000,0,62000,0,62000,0,62000,0
Bánh bông lan trà xanh tươi,Sản phẩm thường,Bánh kẹo,4901360315970,4901360315970,Có,72000,105000,105000,95000,105000,105000,gói,72000,0,72000,0,72000,0,72000,0,72000,0
Bánh quy nhân nho BB,Sản phẩm thường,Bánh kẹo,4901360316052,4901360316052,Có,70000,80000,80000,100000,80000,80000,hộp,70000,0,70000,0,70000,0,70000,0,70000,0
Bánh Bourbon High Selection 35 cái ( 9 vị ),Sản phẩm thường,Bánh kẹo,4901360316427,4901360316427,Có,230000,215000,210000,300000,215000,220000,Hộp (4),230000,0,230000,0,230000,0,230000,0,230000,0
Bánh quy Pound Cake Selection Bourbon 18 gói,Sản phẩm thường,Bánh kẹo,4901360316434,4901360316434,Có,190000,210000,210000,300000,210000,215000,Hộp(4),190000,0,190000,0,190000,0,190000,0,190000,0
6694-Bánh quy khoai tây Bourbon 45g,Sản phẩm thường,Bánh kẹo,4901360316694,4901360316694,Có,18000,21000,21000,30000,21000,26000,Gói (8x10),18000,0,18000,0,18000,0,18000,0,18000,0
6700-Bánh quy vị soup Bourbon 45g,Sản phẩm thường,Bánh kẹo,4901360316700,4901360316700,Có,18000,21000,21000,30000,21000,21000,gói(10x8),18000,0,18000,0,18000,0,18000,0,18000,0
Bánh quy phô mai Bourbon xanh,Sản phẩm thường,Bánh kẹo,4901360316984,4901360316984,Có,40000,45000,45000,60000,45000,45000,Hộp,40000,0,40000,0,40000,0,40000,0,40000,0
Bánh quy phô mai Bourbon hồng,Sản phẩm thường,Bánh kẹo,4901360316991,4901360316991,Có,40000,45000,45000,40000,45000,45000,hộp,40000,0,40000,0,40000,0,40000,0,40000,0
Bánh cuộn Bourbon,Sản phẩm thường,Bánh kẹo,4901360317097,4901360317097,Có,70000,80000,80000,100000,80000,80000,hộp (12),70000,0,70000,0,70000,0,70000,0,70000,0
Bánh quy  Bourbon,Sản phẩm thường,Bánh kẹo,4901360317110,4901360317110,Có,57000,68000,68000,100000,68000,75000,hộp,57000,0,57000,0,57000,0,57000,0,57000,0
Bánh mochi khoai lang,Sản phẩm thường,Bánh kẹo,4901360317349,4901360317349,Có,55000,60000,60000,75000,60000,60000,Hộp,55000,0,55000,0,55000,0,55000,0,55000,0
7592-Bánh Bourbon thập cẩm vàng 110g,Sản phẩm thường,Bánh kẹo,4901360317592,4901360317592,Có,75000,85000,85000,120000,85000,75000,Gói(12),75000,0,75000,0,75000,0,75000,0,75000,0
7608-Bánh bông lan hạt dẻ Bourbon 5 gói,Sản phẩm thường,Bánh kẹo,4901360317608,4901360317608,Có,52000,63000,60000,95000,63000,65000,Hộp (5x5),52000,0,52000,0,52000,0,52000,0,52000,0
Chocola Bourbon ALFORT UP,Sản phẩm thường,Bánh kẹo,4901360317660,4901360317660,Có,25000,35000,35000,45000,35000,35000,hộp,25000,0,25000,0,25000,0,25000,0,25000,0
Bánh gạo chiên Bourbon 36g,Sản phẩm thường,Bánh kẹo,4901360318018,4901360318018,Có,17000,21000,21000,30000,21000,22000,Cây ,17000,0,17000,0,17000,0,17000,0,17000,0
Bánh que cuộn nhân dâu Bourbon,Sản phẩm thường,Bánh kẹo,4901360318865,4901360318865,Có,57000,65000,65000,90000,65000,70000,Gói (12),57000,0,57000,0,57000,0,57000,0,57000,0
Bánh bông lan Bourbon con sò 170g,Sản phẩm thường,Bánh kẹo,4901360319770,4901360319770,Có,67000,80000,76000,30000,80000,82000,gói (12),67000,0,67000,0,67000,0,67000,0,67000,0
Bánh gạo tôm nước tương con gấu,Sản phẩm thường,Bánh kẹo,4901360320233,4901360320233,Có,17000,23000,23000,30000,23000,25000,Gói ,17000,0,17000,0,17000,0,17000,0,17000,0
Bánh quy Delicious 230g,Sản phẩm thường,Bánh kẹo,4901360320899,4901360320899,Có,200000,240000,240000,250000,240000,240000,hộp (4),200000,0,200000,0,200000,0,200000,0,200000,0
Bánh buorbon khoai lang,Sản phẩm thường,Bánh kẹo,4901360321322,4901360321322,Có,72000,80000,80000,100000,80000,82000,gói (12),72000,0,72000,0,72000,0,72000,0,72000,0
Bánh chocola Brownine vàng,Sản phẩm thường,Bánh kẹo,4901360321933,4901360321933,Có,22000,25000,25000,10000,25000,27000,Gói ( 9x12),22000,0,22000,0,22000,0,22000,0,22000,0
Popcorn caramen Halloween,Sản phẩm thường,Bánh kẹo,4901360322015,4901360322015,Có,200000,210000,210000,240000,210000,210000,hộp,200000,0,200000,0,200000,0,200000,0,200000,0
Bánh Bourbon Rasucre' Chocolat,Sản phẩm thường,Bánh kẹo,4901360322039,4901360322039,Có,58000,70000,70000,85000,70000,65000,thùng (30),58000,0,58000,0,58000,0,58000,0,58000,0
Bánh Mochi bí đỏ,Sản phẩm thường,Bánh kẹo,4901360322091,4901360322091,Có,45000,50000,50000,70000,50000,50000,hộp,45000,0,45000,0,45000,0,45000,0,45000,0
Bánh Mochi chocola 8 miếng,Sản phẩm thường,Bánh kẹo,4901360322107,4901360322107,Có,45000,50000,50000,70000,50000,50000,hộp,45000,0,45000,0,45000,0,45000,0,45000,0
Bánh Cafe de Blanche,Sản phẩm thường,Bánh kẹo,4901360322756,4901360322756,Có,61000,66000,65000,90000,66000,68000,hộp,61000,0,61000,0,61000,0,61000,0,61000,0
Bánh Bourbon đậu đỏ 12 gói,Sản phẩm thường,Bánh kẹo,4901360324088,4901360324088,Có,45000,50000,50000,65000,50000,50000,Hộp,45000,0,45000,0,45000,0,45000,0,45000,0
4262-Bánh quy nhân chocola Bourbon 200g,Sản phẩm thường,Bánh kẹo,4901360324262,4901360324262,Có,75000,80000,80000,110000,80000,85000,Gói (12)  ,75000,0,75000,0,75000,0,75000,0,75000,0
4309-Thạch rau câu chén vị nho Bourbon ,Sản phẩm thường,Bánh kẹo,4901360324309,4901360324309,Có,16000,19000,19000,25000,19000,20000,Hũ(15),16000,0,16000,0,16000,0,16000,0,16000,0
4316-Thạch rau câu chén vị cam Bourbon,Sản phẩm thường,Bánh kẹo,4901360324316,4901360324316,Có,16000,19000,19000,25000,19000,20000,Hũ(15),16000,0,16000,0,16000,0,16000,0,16000,0
4323-Thạch rau câu chén vị đào Bourbon ,Sản phẩm thường,Bánh kẹo,4901360324323,4901360324323,Có,16000,19000,19000,25000,19000,20000,Hũ(15),16000,0,16000,0,16000,0,16000,0,16000,0
Bánh bông lan Bourbon vị đào 5 cái,Sản phẩm thường,Bánh kẹo,4901360324804,4901360324804,Có,61000,67000,67000,70000,67000,70000,Hộp (25),61000,0,61000,0,61000,0,61000,0,61000,0
4811-Bánh bông lan chuối cuộn 5 cái,Sản phẩm thường,Bánh kẹo,4901360324811,4901360324811,Có,55000,62000,60000,90000,62000,65000,Hộp(5x5),55000,0,55000,0,55000,0,55000,0,55000,0
Bánh Burger ,Sản phẩm thường,Bánh kẹo,4901360325719,4901360325719,Có,32000,37000,37000,50000,37000,37000,Hộp(10x8),32000,0,32000,0,32000,0,32000,0,32000,0
Bánh quy Bourbon hạt dẻ chocola 168g,Sản phẩm thường,Bánh kẹo,4901360326525,4901360326525,Có,75000,80000,80000,110000,80000,85000,Gói (12),75000,0,75000,0,75000,0,75000,0,75000,0
6556-Bánh đồng tiền nhân khoai lang Bourbon 20 gói,Sản phẩm thường,Bánh kẹo,4901360326556,4901360326556,Có,60000,70000,70000,100000,70000,75000,Gói(12),60000,0,60000,0,60000,0,60000,0,60000,0
Bánh cookie hoa hướng dương HW,Sản phẩm thường,Bánh kẹo,4901360326570,4901360326570,Có,65000,70000,70000,90000,70000,75000,gói (12),65000,0,65000,0,65000,0,65000,0,65000,0
Kẹo dẻo vị nho Bourbon ,Sản phẩm thường,Bánh kẹo,4901360326600,4901360326600,Có,62000,67000,67000,90000,67000,70000,Gói (12),62000,0,62000,0,62000,0,62000,0,62000,0
Bánh phủ kem Rasucre' vàng,Sản phẩm thường,Bánh kẹo,4901360326815,4901360326815,Có,55000,60000,60000,105000,60000,62000,Hộp (5x6),55000,0,55000,0,55000,0,55000,0,55000,0
Bánh phủ kem Rasucre' tím,Sản phẩm thường,Bánh kẹo,4901360326822,4901360326822,Có,55000,60000,60000,80000,60000,62000,Hộp ( 5x6),55000,0,55000,0,55000,0,55000,0,55000,0
6877-Bánh xốp Burubon Chocolate ,Sản phẩm thường,Bánh kẹo,4901360326877,4901360326877,Có,75000,85000,80000,110000,85000,90000,Gói(12),75000,0,75000,0,75000,0,75000,0,75000,0
Kẹo trái cây bourbon mix,Sản phẩm thường,Bánh kẹo,4901360327119,4901360327119,Có,40000,45000,45000,60000,45000,65000,gói (6*8),40000,0,40000,0,40000,0,40000,0,40000,0
Bánh quy Bourbon phô mai,Sản phẩm thường,Bánh kẹo,4901360327270,4901360327270,Có,37000,40000,40000,55000,40000,45000,gói (5x9),37000,0,37000,0,37000,0,37000,0,37000,0
Bánh quy nhân mứt dâu Bourbon ,Sản phẩm thường,Bánh kẹo,4901360327300,4901360327300,Có,37000,42000,42000,55000,42000,43000,Hộp(5x9),37000,0,37000,0,37000,0,37000,0,37000,0
Bánh quy Bourbon hạnh nhân,Sản phẩm thường,Bánh kẹo,4901360327317,4901360327317,Có,37000,40000,40000,55000,40000,45000,gói (5x9),37000,0,37000,0,37000,0,37000,0,37000,0
Bánh bông lan cuộn kem,Sản phẩm thường,Bánh kẹo,4901360327331,4901360327331,Có,61000,68000,68000,90000,68000,70000,gói (25),61000,0,61000,0,61000,0,61000,0,61000,0
Bánh Bourbon thuyền sữa ,Sản phẩm thường,Bánh kẹo,4901360327423,4901360327423,Có,75000,82000,82000,110000,82000,85000,bịch (12),75000,0,75000,0,75000,0,75000,0,75000,0
7959-Bánh Bourbon hộp thiếc Hello Kitty,Sản phẩm thường,Bánh kẹo,4901360327959,4901360327959,Có,160000,175000,175000,250000,175000,175000,hộp (4),160000,0,160000,0,160000,0,160000,0,160000,0
8017-Bánh quy phủ kem dâu Bourbon,Sản phẩm thường,Bánh kẹo,4901360328017,4901360328017,Có,75000,80000,80000,110000,80000,85000,Gói,75000,0,75000,0,75000,0,75000,0,75000,0
8420-Bánh cuộn kem trà xanh Bourbon ,Sản phẩm thường,Bánh kẹo,4901360328420,4901360328420,Có,72000,80000,80000,110000,80000,85000,Gói (12),72000,0,72000,0,72000,0,72000,0,72000,0
9090-Bánh Bourbon vị kem vani 12 miếng,Sản phẩm thường,Bánh kẹo,4901360329090,4901360329090,Có,42000,50000,47000,40000,50000,52000,Hộp(6x6),42000,0,42000,0,42000,0,42000,0,42000,0
9335-Bánh Bourbon trứng 8 miếng,Sản phẩm thường,Bánh kẹo,4901360329335,4901360329335,Có,40000,40000,40000,30000,40000,40000,hộp(6x6),40000,0,40000,0,40000,0,40000,0,40000,0
Bánh bông lan tươi hương chanh hộp 5 miếng,Sản phẩm thường,Bánh kẹo,4901360329915,4901360329915,Có,40000,42000,,50000,42000,42000,Hộp,40000,0,40000,0,40000,0,40000,0,40000,0
0287-Bánh snack nhân phô mai Bourbon ,Sản phẩm thường,Bánh kẹo,4901360330287,4901360330287,Có,62000,70000,70000,100000,70000,72000,Gói(6),62000,0,62000,0,62000,0,62000,0,62000,0
0737-Bánh que khoai lang Bourbon 20 gói,Sản phẩm thường,Bánh kẹo,4901360330737,4901360330737,Có,72000,80000,80000,110000,80000,85000,Gói(12),72000,0,72000,0,72000,0,72000,0,72000,0
1048-Bánh quy vị mè Bourbon 45g,Sản phẩm thường,Bánh kẹo,4901360331048,4901360331048,Có,18000,22000,22000,30000,22000,21000,cây(10x8),18000,0,18000,0,18000,0,18000,0,18000,0
1055-Bánh quy vị cá cơm Bourbon 45g,Sản phẩm thường,Bánh kẹo,4901360331055,4901360331055,Có,18000,23000,23000,30000,23000,21000,gói(10x8),18000,0,18000,0,18000,0,18000,0,18000,0
Bánh quy bơ Butter Cookies 9 miếng,Sản phẩm thường,Bánh kẹo,4901360331536,4901360331536,Có,25000,28000,27000,30000,28000,29000,Hộp ( 12x4),25000,11,25000,11,25000,28,25000,0,25000,0
Bánh Choco Chips Bourbon 9 miếng,Sản phẩm thường,Bánh kẹo,4901360331543,4901360331543,Có,25000,28000,27000,30000,28000,29000,hộp,25000,53,25000,27,25000,38,25000,0,25000,0
1598-Bánh Bourbon Coffee Cream Cracker,Sản phẩm thường,Bánh kẹo,4901360331598,4901360331598,Có,30000,35000,35000,50000,35000,38000,hộp (12x4),30000,0,30000,0,30000,0,30000,0,30000,0
Bánh quy Bourbon Choco & Coffee,Sản phẩm thường,Bánh kẹo,4901360332113,4901360332113,Có,25000,30000,28000,10000,30000,32000,hộp (12*4),25000,0,25000,0,25000,0,25000,0,25000,0
Bánh Bourbon Choco Digestive Biscuits,Sản phẩm thường,Bánh kẹo,4901360332120,4901360332120,Có,30000,35000,35000,50000,35000,38000,hộp (12x4),30000,0,30000,0,30000,0,30000,0,30000,0
Bánh quy Bourbon trà xanh 12 cái ,Sản phẩm thường,Bánh kẹo,4901360333431,4901360333431,Có,45000,52000,50000,70000,52000,55000,Hộp(6x6),45000,0,45000,0,45000,0,45000,0,45000,0
3608-Bánh bông lan nướng Bourbon nhỏ 120g,Sản phẩm thường,Bánh kẹo,4901360333608,4901360333608,Có,75000,85000,80000,30000,85000,90000,cái(12),75000,0,75000,0,75000,0,75000,0,75000,0
3691-Bánh quy nhân dâu Bourbon 58g,Sản phẩm thường,Bánh kẹo,4901360333691,4901360333691,Có,22000,25500,25000,5000,25500,26000,gói(80),22000,0,22000,3,22000,0,22000,0,22000,0
4889-Bánh bông lan xoài Bourbon Mangoblanc 5M,Sản phẩm thường,Bánh kẹo,4901360334889,4901360334889,Có,55000,65000,60000,80000,65000,68000,hộp(5x5),55000,0,55000,0,55000,0,55000,0,55000,0
Bánh Sylveine phủ kem dâu,Sản phẩm thường,Bánh kẹo,4901360337415,4901360337415,Có,62000,70000,68000,50000,70000,75000,Hộp (5x5),62000,0,62000,0,62000,0,62000,0,62000,0
9273-Bánh đồng tiền vị chuối Bourbon,Sản phẩm thường,Bánh kẹo,4901360339273,4901360339273,Có,64000,70000,67000,100000,70000,75000,Gói(12),64000,0,64000,1,64000,3,64000,0,64000,0
Popin cooking kẹo dẻo nho ,Sản phẩm thường,Bánh kẹo,4901361063023,4901361063023,Có,20000,25000,25000,40000,25000,30000,Gói( 10x12),20000,0,20000,0,20000,0,20000,0,20000,0
Kẹo trái cây Sweet candy,Sản phẩm thường,Bánh kẹo,4901380108002,4901380108002,Có,200000,215000,215000,300000,215000,220000,gói (10),200000,0,200000,0,200000,0,200000,0,200000,0
2225-Kẹo cam ,Sản phẩm thường,Bánh kẹo,4901380172225,4901380172225,Có,40000,43000,43000,60000,43000,47000,gói (30),40000,0,40000,0,40000,0,40000,0,40000,0
4832-Bánh trứng dưa lưới Kabaya,Sản phẩm thường,Bánh kẹo,4901550124832,4901550124832,Có,80000,85000,85000,120000,85000,90000,Gói(12),80000,0,80000,0,80000,0,80000,0,80000,0
8241-Kẹo trái cây Kabaya Ju C 35g,Sản phẩm thường,Bánh kẹo,4901550148241,4901550148241,Có,18000,20000,20000,25000,20000,20000,hũ(16x10),18000,0,18000,0,18000,0,18000,0,18000,0
Kẹo vitamin trái cây,Sản phẩm thường,Bánh kẹo,4901550149927,4901550149927,Có,17000,20000,20000,30000,20000,20000,gói,17000,0,17000,0,17000,0,17000,0,17000,0
"Kẹo nho, táo",Sản phẩm thường,Bánh kẹo,4901550224242,4901550224242,Có,35000,45000,45000,50000,45000,45000,gói,35000,0,35000,0,35000,0,35000,0,35000,0
Kẹo caramen Kabaya,Sản phẩm thường,Bánh kẹo,4901550227052,4901550227052,Có,37000,42000,42000,55000,42000,43000,gói,37000,0,37000,0,37000,0,37000,0,37000,0
Kẹo collagen,Sản phẩm thường,Bánh kẹo,4901550265276,4901550265276,Có,40000,60000,60000,80000,60000,65000,gói,40000,0,40000,0,40000,0,40000,0,40000,0
7393-Kẹo Tough Gummy,Sản phẩm thường,Bánh kẹo,4901550267393,4901550267393,Có,30000,35000,35000,45000,35000,37000,gói,30000,0,30000,0,30000,0,30000,0,30000,0
Kẹo trái cây Kabaya,Sản phẩm thường,Bánh kẹo,4901550267546,4901550267546,Có,40000,45000,45000,60000,45000,45000,gói,40000,0,40000,0,40000,0,40000,0,40000,0
Kẹo collagen trái cây Kabaya,Sản phẩm thường,Bánh kẹo,4901550267553,4901550267553,Có,40000,50000,50000,60000,50000,50000,gói (10),40000,0,40000,0,40000,0,40000,0,40000,0
Kẹo hoa hồng,Sản phẩm thường,Bánh kẹo,4901551338252,4901551338252,Có,26000,32000,32000,45000,32000,32000,gói,26000,0,26000,0,26000,0,26000,0,26000,0
Kẹo hoa hồng đậm,Sản phẩm thường,Bánh kẹo,4901551339136,4901551339136,Có,27000,32000,32000,50000,32000,32000,gói,27000,0,27000,0,27000,0,27000,0,27000,0
Kẹo hoa hồng tỉ muội,Sản phẩm thường,Bánh kẹo,4901551339402,4901551339402,Có,26000,30000,30000,45000,30000,30000,bịch,26000,0,26000,0,26000,0,26000,0,26000,0
Popin cooking Kracie xếp hình,Sản phẩm thường,Bánh kẹo,4901551339495,4901551339495,Có,25000,30000,30000,50000,30000,35000,Gói ( 10x20),25000,0,25000,0,25000,0,25000,0,25000,0
9518-Kẹo trái cây Mix Berry,Sản phẩm thường,Bánh kẹo,4901551339518,4901551339518,Có,30000,35000,35000,45000,35000,37000,gói ,30000,0,30000,0,30000,0,30000,0,30000,0
Popin cooking kem ,Sản phẩm thường,Bánh kẹo,4901551353231,4901551353231,Có,35000,40000,40000,60000,40000,48000,Gói (5x12),35000,0,35000,0,35000,0,35000,0,35000,0
Popin Cooking làm kẹo mềm,Sản phẩm thường,Bánh kẹo,4901551353538,4901551353538,Có,58000,63000,62000,100000,63000,65000,Hộp(5*18),58000,17,58000,63,58000,9,58000,0,58000,0
3613-Popin Cooking làm kem ,Sản phẩm thường,Bánh kẹo,4901551353613,4901551353613,Có,58000,63000,62000,100000,63000,65000,Hộp(5*18),58000,16,58000,0,58000,12,58000,0,58000,0
Kẹo thần kỳ ,Sản phẩm thường,Bánh kẹo,4901551353736,4901551353736,Có,35000,40000,40000,50000,40000,42000,gói ( 10x12),35000,0,35000,0,35000,0,35000,0,35000,0
Popin cooking làm Sushi Kracie ,Sản phẩm thường,Bánh kẹo,4901551353842,4901551353842,Có,58000,64000,62000,100000,64000,65000,Hộp(5*18),58000,28,58000,55,58000,0,58000,0,58000,0
Popin Cooking Làm Bento Kracie ăn được,Sản phẩm thường,Bánh kẹo,4901551353958,4901551353958,Có,84319,88000,86000,120000,88000,90000,Hộp(90),84319,0,84319,0,84319,0,84319,0,84319,0
Popin cooking Bạc tuộc viên ,Sản phẩm thường,Bánh kẹo,4901551354634,4901551354634,Có,50000,60000,60000,70000,60000,65000,Gói (10x12),50000,0,50000,0,50000,0,50000,0,50000,0
Kẹo thần kì vị nho,Sản phẩm thường,Bánh kẹo,4901551355112,4901551355112,Có,35000,40000,40000,50000,40000,42000,gói,35000,0,35000,0,35000,0,35000,0,35000,0
Popin cooking  Pudding ,Sản phẩm thường,Bánh kẹo,4901551355150,4901551355150,Có,48000,60000,60000,70000,60000,65000,Hộp ( 5x18),48000,0,48000,0,48000,0,48000,0,48000,0
Popin cooking  bí đỏ,Sản phẩm thường,Bánh kẹo,4901551355358,4901551355358,Có,48000,60000,60000,80000,60000,65000,Hộp ( 5x18),48000,0,48000,0,48000,0,48000,0,48000,0
"Popin Cookin làm bánh bắp, que kem 24g",Sản phẩm thường,Bánh kẹo,4901551355433,4901551355433,Có,58000,63000,62000,100000,63000,65000,Hộp ( 5x18),58000,12,58000,26,58000,21,58000,0,58000,0
Popin Cooking làm bánh Crepe Kracie ăn được,Sản phẩm thường,Bánh kẹo,4901551355570,4901551355570,Có,84319,88000,86000,120000,88000,90000,Hộp(90),84319,0,84319,0,84319,0,84319,0,84319,0
Popin cooking Taiyaki Con Cá,Sản phẩm thường,Bánh kẹo,4901551355587,4901551355587,Có,57000,70000,70000,90000,70000,70000,Hộp(5x18),57000,0,57000,0,57000,0,57000,0,57000,0
Popin Cooking bánh kẹp 22g,Sản phẩm thường,Bánh kẹo,4901551355594,4901551355594,Có,60000,63000,62000,100000,63000,65000,Hộp(90),60000,39,60000,0,60000,3,60000,0,60000,0
5600-Popin cooking làm bánh Donut Kracie 38g,Sản phẩm thường,Bánh kẹo,4901551355600,4901551355600,Có,58000,63000,62000,100000,63000,65000,Hộp( 5x18),58000,64,58000,4,58000,13,58000,0,58000,0
Popin cooking kem Kracie,Sản phẩm thường,Bánh kẹo,4901551355631,4901551355631,Có,80000,85000,85000,110000,85000,95000,Hộp (4x12),80000,0,80000,0,80000,0,80000,0,80000,0
Popin cooking kẹo dẻo ,Sản phẩm thường,Bánh kẹo,4901551355679,4901551355679,Có,35000,40000,40000,60000,40000,48000,GÓi ( 10x12),35000,0,35000,0,35000,0,35000,0,35000,0
Popin Cooking làm bánh hình con voi ,Sản phẩm thường,Bánh kẹo,4901551355761,4901551355761,Có,40000,45000,45000,70000,45000,47000,Gói(12*10),40000,0,40000,0,40000,0,40000,0,40000,0
Popin Cooking bánh quy gấu dưa lưới,Sản phẩm thường,Bánh kẹo,4901551355853,4901551355853,Có,60000,63000,62000,100000,63000,65000,hộp (5*18),60000,22,60000,20,60000,21,60000,0,60000,0
6041-Popin Cooking bánh kem ,Sản phẩm thường,Bánh kẹo,4901551356041,4901551356041,Có,58000,63000,62000,100000,63000,65000,Hộp(90),58000,16,58000,32,58000,1,58000,0,58000,0
6910-Kẹo ngậm Frisk Neo bạc hà,Sản phẩm thường,Bánh kẹo,4901551366910,4901551366910,Có,52000,57000,55000,85000,57000,60000,hộp(9x16),52000,157,52000,131,52000,39,52000,0,52000,0
Kẹo Việt quất,Sản phẩm thường,Bánh kẹo,4901580002025,4901580002025,Có,26000,30000,30000,45000,30000,35000,Gói (10),26000,0,26000,0,26000,0,26000,0,26000,0
Bánh thú hộp xanh,Sản phẩm thường,Bánh kẹo,4901588130126,4901588130126,Có,28000,35000,35000,50000,35000,35000,Hộp ( 10x6),28000,0,28000,0,28000,0,28000,0,28000,0
