Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
Bánh thú hộp vàng ,Sản phẩm thường,Bánh kẹo,4901588130133,4901588130133,Có,28000,35000,35000,50000,35000,35000,hộp ( 10x6),28000,0,28000,0,28000,0,28000,0,28000,0
Bánh chip choccola,Sản phẩm thường,Bánh kẹo,4901588230895,4901588230895,Có,67000,75000,75000,90000,75000,75000,Hộp,67000,0,67000,0,67000,0,67000,0,67000,0
Bánh Thú Socola xanh dương,Sản phẩm thường,Bánh kẹo,4901588230987,4901588230987,Có,58000,65000,65000,90000,65000,65000,Bịch (12),58000,0,58000,0,58000,0,58000,0,58000,0
Bánh gấu lẻ,Sản phẩm thường,Bánh kẹo,4901588800548,4901588800548,Có,0,,,15000,,,gói,0,0,0,0,0,0,0,0,0,0
Ngũ cốc Nishin các loại trái cây 200g,Sản phẩm thường,Bánh kẹo,4901620160012,4901620160012,Có,60000,70000,70000,85000,70000,70000,gói (8),60000,0,60000,0,60000,0,60000,0,60000,0
Ngũ cốc Nishin xanh lá cây 200g,Sản phẩm thường,Bánh kẹo,4901620160210,4901620160210,Có,60000,70000,70000,80000,70000,70000,gói (8),60000,0,60000,0,60000,0,60000,0,60000,0
Ngũ cốc Nishin các loại củ và hạt 200g,Sản phẩm thường,Bánh kẹo,4901620160418,4901620160418,Có,60000,70000,70000,80000,70000,70000,gói,60000,0,60000,0,60000,0,60000,0,60000,0
Ngũ cốc ăn sáng Nissin vị bắp 200g,Sản phẩm thường,Bánh kẹo,4901620170011,4901620170011,Có,55000,63000,60000,90000,63000,65000,Gói(6),55000,11,55000,1,55000,5,55000,0,55000,0
0219- Ngũ cốc ăn sáng Nissin vị sữa 220g,Sản phẩm thường,Bánh kẹo,4901620170219,4901620170219,Có,55000,63000,60000,90000,63000,65000,Gói(6),55000,9,55000,1,55000,6,55000,0,55000,0
0547-Ngũ cốc ăn sáng Nissin vị chocolate 200g,Sản phẩm thường,Bánh kẹo,4901620170547,4901620170547,Có,55000,63000,60000,90000,63000,65000,Gói(6),55000,9,55000,3,55000,4,55000,0,55000,0
Ngũ cốc ăn sáng Nissin Donut Chocolate 165g,Sản phẩm thường,Bánh kẹo,4901620171124,4901620171124,Có,55000,52000,50000,95000,52000,55000,Gói(6),55000,0,55000,0,55000,0,55000,0,55000,0
1131-Ngũ cốc ăn sáng Nissin vị chocolate 150g,Sản phẩm thường,Bánh kẹo,4901620171131,4901620171131,Có,55000,63000,60000,90000,63000,65000,Gói(6),55000,9,55000,0,55000,4,55000,0,55000,0
Ngũ cốc ăn kiêng Nissin màu đỏ,Sản phẩm thường,Bánh kẹo,4901620178185,4901620178185,Có,70000,70000,70000,100000,70000,70000,gói,70000,0,70000,0,70000,0,70000,0,70000,0
0104-Bánh quy dừa Nissin,Sản phẩm thường,Bánh kẹo,4901620300104,4901620300104,Có,23000,28000,25000,20000,28000,30000,gói,23000,0,23000,0,23000,0,23000,0,23000,0
0135-Bánh quy Nissin dừa,Sản phẩm thường,Bánh kẹo,4901620300135,4901620300135,Có,22000,30000,28000,40000,30000,32000,Gói (12),22000,0,22000,0,22000,0,22000,0,22000,0
0753-Bánh quy dừa hạnh nhân ,Sản phẩm thường,Bánh kẹo,4901620300753,4901620300753,Có,23000,28000,26000,20000,28000,30000,gói (12),23000,0,23000,0,23000,0,23000,0,23000,0
0760-Bánh quy Nissin dừa hạnh nhân,Sản phẩm thường,Bánh kẹo,4901620300760,4901620300760,Có,22000,30000,28000,40000,30000,32000,Gói(12),22000,0,22000,0,22000,0,22000,0,22000,0
Bánh quy Nissin phô mai ,Sản phẩm thường,Bánh kẹo,4901620300838,4901620300838,Có,25000,30000,25000,25000,30000,32000,Gói ( 12),25000,0,25000,0,25000,0,25000,0,25000,0
0845-Bánh quy Nissin phô mai,Sản phẩm thường,Bánh kẹo,4901620300845,4901620300845,Có,22000,30000,28000,40000,30000,32000,gói(12),22000,0,22000,0,22000,0,22000,0,22000,0
Bánh quy dừa Nissin lá phong,Sản phẩm thường,Bánh kẹo,4901620300913,4901620300913,Có,23000,28000,25000,25000,28000,32000,gói,23000,0,23000,0,23000,0,23000,0,23000,0
0968-Bánh quy dừa  Nissin phô mai,Sản phẩm thường,Bánh kẹo,4901620300968,4901620300968,Có,23000,28000,25000,25000,28000,30000,gói(12),23000,0,23000,0,23000,0,23000,0,23000,0
Bánh quy NISSIN dừa bịch lớn,Sản phẩm thường,Bánh kẹo,4901620304850,4901620304850,Có,65000,80000,80000,100000,80000,80000,gói,65000,0,65000,0,65000,0,65000,0,65000,0
4874-Bánh quy dừa Nisshin 150gx 6 gói,Sản phẩm thường,Bánh kẹo,4901620304874,4901620304874,Có,57000,62000,60000,20000,62000,65000,Gói (12),57000,0,57000,0,57000,0,57000,0,57000,0
Bánh quy trà xanh NISSIN,Sản phẩm thường,Bánh kẹo,4901620305161,4901620305161,Có,25000,30000,30000,40000,30000,30000,Hộp,25000,0,25000,0,25000,0,25000,0,25000,0
Bánh gạo vị tảo bẹ đường nâu Sansui,Sản phẩm thường,Bánh kẹo,4901626012643,4901626012643,Có,60000,77000,77000,90000,77000,77000,gói (12),60000,0,60000,0,60000,0,60000,0,60000,0
"9604-Bánh gạo vị nước tương, rong biển, mè 12M Sanko",Sản phẩm thường,Bánh kẹo,4901626019604,4901626019604,Có,38000,50000,45000,30000,50000,52000,gói(12),38000,0,38000,0,38000,0,38000,0,38000,0
0457-Bánh gạo Sanko 18M,Sản phẩm thường,Bánh kẹo,4901626020457,4901626020457,Có,44000,50000,50000,70000,50000,52000,Gói(20),44000,0,44000,0,44000,0,44000,0,44000,0
4141-Bánh gạo Sanko Seika 36M,Sản phẩm thường,Bánh kẹo,4901626024141,4901626024141,Có,42000,50000,47000,70000,50000,53000,Gói(12),42000,0,42000,0,42000,0,42000,0,42000,0
0951-Bánh gạo vị nước tương & đường nâu Sanko,Sản phẩm thường,Bánh kẹo,4901626030951,4901626030951,Có,38000,48000,45000,30000,48000,50000,Gói(12),38000,0,38000,0,38000,0,38000,0,38000,0
3303-Bánh gạo Phô mai Sanko 10 gói,Sản phẩm thường,Bánh kẹo,4901626033303,4901626033303,Có,36000,45000,42000,30000,45000,48000,Gói(12),36000,0,36000,3,36000,1,36000,0,36000,0
4003-Bánh gạo tảo bẹ vị muối Sansui,Sản phẩm thường,Bánh kẹo,4901626034003,4901626034003,Có,42000,48000,48000,70000,48000,52000,Gói(12),42000,1,42000,0,42000,0,42000,0,42000,0
8100-Bánh gạo Seika đậu đen 11M,Sản phẩm thường,Bánh kẹo,4901626038100,4901626038100,Có,40000,47000,45000,20000,47000,48000,gói(12),40000,0,40000,0,40000,0,40000,0,40000,0
2657-Bánh gạo vị mù tạt Sanko 80g,Sản phẩm thường,Bánh kẹo,4901626042657,4901626042657,Có,44000,50000,50000,70000,50000,52000,Gói(12),44000,0,44000,0,44000,0,44000,0,44000,0
"Bánh gạo hạt đậu phộng, lúa mạch SANKO 6 gói",Sản phẩm thường,Bánh kẹo,4901626044408,4901626044408,Có,42000,50000,47000,20000,50000,53000,Gói (12),42000,0,42000,0,42000,0,42000,0,42000,0
Các loại hạt tẩm mơ muối 6 gói ,Sản phẩm thường,Bánh kẹo,4901626048000,4901626048000,Có,42000,40000,37000,20000,40000,42000,gói (12),42000,0,42000,0,42000,0,42000,0,42000,0
2403-Bánh gạo Sanko 22M,Sản phẩm thường,Bánh kẹo,4901626052403,4901626052403,Có,44000,50000,50000,70000,50000,52000,Gói(12),44000,0,44000,0,44000,0,44000,0,44000,0
5206-Bánh gạo Seika ,Sản phẩm thường,Bánh kẹo,4901626055206,4901626055206,Có,37000,43000,42000,60000,43000,45000,Gói(12),37000,28,37000,8,37000,13,37000,0,37000,0
Bánh gạo hạnh nhân cheese,Sản phẩm thường,Bánh kẹo,4901626056609,4901626056609,Có,41000,46000,46000,30000,46000,47000,gói (12),41000,0,41000,0,41000,0,41000,0,41000,0
8207-Bánh gạo hạnh nhân 45g,Sản phẩm thường,Bánh kẹo,4901626058207,4901626058207,Có,35000,42000,40000,30000,42000,45000,Gói(16),35000,0,35000,0,35000,0,35000,0,35000,0
8351-Bánh gạo đường đen Seika,Sản phẩm thường,Bánh kẹo,4901626058351,4901626058351,Có,38000,48000,45000,30000,48000,50000,Gói(12),38000,0,38000,0,38000,0,38000,0,38000,0
Bánh gạo Cheese Almond hạnh nhân,Sản phẩm thường,Bánh kẹo,4901626082752,4901626082752,Có,56000,60000,60000,75000,60000,65000,Gói(12),56000,0,56000,0,56000,0,56000,0,56000,0
Bánh gạo 9 vị Sansui,Sản phẩm thường,Bánh kẹo,4901626084602,4901626084602,Có,60000,65000,65000,90000,65000,70000,gói (12),60000,0,60000,0,60000,0,60000,0,60000,0
2111-Kẹo thiếc mix  trái cây 115g ,Sản phẩm thường,Bánh kẹo,4901630002111,4901630002111,Có,36500,43000,40000,45000,43000,45000,Hộp(40),36500,0,36500,2,36500,20,36500,0,36500,0
Kẹo trái cây hộp thiếc Sakuma nhỏ,Sản phẩm thường,Bánh kẹo,4901630002128,4901630002128,Có,28000,33000,32000,45000,33000,35000,hộp,28000,0,28000,0,28000,0,28000,0,28000,0
Kẹo trái cây cứng nhiều vị,Sản phẩm thường,Bánh kẹo,4901630044500,4901630044500,Có,35000,40000,40000,50000,40000,40000,gói,35000,0,35000,0,35000,0,35000,0,35000,0
Kẹo phô mai Cooki,Sản phẩm thường,Bánh kẹo,4901630051607,4901630051607,Có,40000,50000,50000,60000,50000,47000,Gói (48),40000,0,40000,0,40000,0,40000,0,40000,0
8767-Bánh chocolate vị bắp Hokkaido 16 gói,Sản phẩm thường,Bánh kẹo,4901638078767,4901638078767,Có,160000,180000,175000,250000,180000,185000,hộp(20),160000,0,160000,0,160000,0,160000,0,160000,0
0126-Kẹo ngôi sao Kitty 75g,Sản phẩm thường,Bánh kẹo,4901650260126,4901650260126,Có,30000,35000,35000,50000,35000,40000,Gói,30000,0,30000,0,30000,0,30000,0,30000,0
4070-Kẹo chanh cola 80g,Sản phẩm thường,Bánh kẹo,4901650264070,4901650264070,Có,28000,33000,33000,50000,33000,35000,Gói,28000,0,28000,0,28000,0,28000,0,28000,0
Kẹo Hello Kitty 1 kg,Sản phẩm thường,Bánh kẹo,4901650300679,4901650300679,Có,250000,280000,280000,350000,280000,280000,gói (8),250000,0,250000,0,250000,0,250000,0,250000,0
Kẹo trái cây tổng hợp Senjaku ,Sản phẩm thường,Bánh kẹo,4901650303182,4901650303182,Có,250000,265000,265000,350000,265000,270000,gói (8),250000,0,250000,0,250000,0,250000,0,250000,0
Kẹo trái cây 3 vị Senjaku ,Sản phẩm thường,Bánh kẹo,4901650303205,4901650303205,Có,200000,215000,215000,300000,215000,220000,gói (8),200000,0,200000,0,200000,0,200000,0,200000,0
2396-Hạt dẻ đỏ 50g,Sản phẩm thường,Bánh kẹo,4901816212396,4901816212396,Có,30000,35000,35000,50000,35000,38000,Gói,30000,0,30000,0,30000,0,30000,0,30000,0
Rau câu SUGIMOTOYA nho,Sản phẩm thường,Bánh kẹo,4901818216408,4901818216408,Có,25000,30000,30000,40000,30000,30000,gói,25000,0,25000,0,25000,0,25000,0,25000,0
Rau câu SUGIMOTOYA dứa,Sản phẩm thường,Bánh kẹo,4901818216415,4901818216415,Có,25000,30000,30000,40000,30000,30000,gói,25000,0,25000,0,25000,0,25000,0,25000,0
2253- Bánh quy bướm Sanritsu 16x8g,Sản phẩm thường,Bánh kẹo,4901830102253,4901830102253,Có,48000,55000,53000,85000,55000,58000,Gói (12),48000,7,48000,2,48000,1,48000,0,48000,0
1212-Bánh nho Sanritsu 12M,Sản phẩm thường,Bánh kẹo,4901830161212,4901830161212,Có,70000,80000,75000,100000,80000,85000,Gói(10),70000,0,70000,1,70000,2,70000,0,70000,0
2127-Bánh quy bướm 16M Sanritsu,Sản phẩm thường,Bánh kẹo,4901830162127,4901830162127,Có,75000,80000,80000,110000,80000,82000,Gói(12),75000,0,75000,0,75000,0,75000,0,75000,0
6817-Bánh quy 5 loại Figaro,Sản phẩm thường,Bánh kẹo,4901830416817,4901830416817,Có,100000,115000,115000,180000,115000,120000,Hộp,100000,0,100000,0,100000,0,100000,0,100000,0
6923-Bánh quy Figaro 46 miếng,Sản phẩm thường,Bánh kẹo,4901830416923,4901830416923,Có,185000,210000,205000,320000,210000,215000,Hộp(5),185000,0,185000,0,185000,0,185000,0,185000,0
Bánh Figaro,Sản phẩm thường,Bánh kẹo,4901830417005,4901830417005,Có,205000,240000,240000,300000,240000,240000,Hộp,205000,0,205000,0,205000,0,205000,0,205000,0
0105-Kẹo mút hương trái cây Kurukuru ,Sản phẩm thường,Bánh kẹo,4901922100105,4901922100105,Có,35000,42000,40000,55000,42000,43000,Cái(40),35000,2,35000,0,35000,0,35000,0,35000,0
5786-Bánh snack bắp Tohato vị caramel ,Sản phẩm thường,Bánh kẹo,4901940035786,4901940035786,Có,26000,31000,30000,40000,31000,32000,gói(12),26000,0,26000,0,26000,0,26000,0,26000,0
7216-Bánh snack bắp Tohato vị hạt ,Sản phẩm thường,Bánh kẹo,4901940037216,4901940037216,Có,26000,31000,30000,40000,31000,32000,gói(12),26000,0,26000,0,26000,0,26000,0,26000,0
Bánh Quy Tohato Nhân Caramerich,Sản phẩm thường,Bánh kẹo,4901940041497,4901940041497,Có,45000,52000,50000,45000,52000,55000,Hộp (60),45000,0,45000,0,45000,0,45000,0,45000,0
9517-Bánh snack bắp Tohato vị đào,Sản phẩm thường,Bánh kẹo,4901940109517,4901940109517,Có,26000,31000,30000,40000,31000,32000,gói(12),26000,0,26000,0,26000,0,26000,0,26000,0
9685-Bánh snack bắp Tohato vị chocolate và hạt,Sản phẩm thường,Bánh kẹo,4901940109685,4901940109685,Có,26000,31000,30000,40000,31000,32000,gói(12),26000,0,26000,0,26000,0,26000,0,26000,0
0049-Bánh snack bắp Tohato lớn vị caramel,Sản phẩm thường,Bánh kẹo,4901940110049,4901940110049,Có,26000,31000,30000,40000,31000,32000,gói(12),26000,0,26000,0,26000,0,26000,0,26000,0
0469-Bánh snack bắp Tohato vị chocolate ,Sản phẩm thường,Bánh kẹo,4901940110469,4901940110469,Có,26000,31000,30000,40000,31000,32000,gói(12),26000,0,26000,0,26000,0,26000,0,26000,0
0476-Bánh snack bắp Tohato vị dâu sữa đặc,Sản phẩm thường,Bánh kẹo,4901940110476,4901940110476,Có,26000,31000,30000,40000,31000,32000,gói(12),26000,0,26000,0,26000,0,26000,0,26000,0
0544-Bánh snack bắp Tohato vị caramel limited,Sản phẩm thường,Bánh kẹo,4901940110544,4901940110544,Có,26000,31000,30000,40000,31000,32000,gói(12),26000,0,26000,0,26000,0,26000,0,26000,0
0674-Bánh snack bắp Tohato vị trà xanh mật ong đen,Sản phẩm thường,Bánh kẹo,4901940110674,4901940110674,Có,26000,31000,30000,40000,31000,32000,gói(12),26000,0,26000,0,26000,0,26000,0,26000,0
Bánh bông lan TENKEI,Sản phẩm thường,Bánh kẹo,4902008125203,4902008125203,Có,60000,70000,70000,90000,70000,70000,Gói (12),60000,0,60000,0,60000,0,60000,0,60000,0
Sốt mì Ý Macaloni vị thịt & cà chua 260g,Sản phẩm thường,Bánh kẹo,4902110374483,4902110374483,Có,40000,45000,45000,70000,45000,47000,gói (6*6),40000,0,40000,0,40000,0,40000,0,40000,0
0342-Mứt sung Oganic Topvalu 130g,Sản phẩm thường,Bánh kẹo,4902121080342,4902121080342,Có,100000,115000,115000,150000,115000,120000,Gói,100000,0,100000,0,100000,0,100000,0,100000,0
Bánh bông lan ngàn lớp mini chocola,Sản phẩm thường,Bánh kẹo,4902121398201,4902121398201,Có,37000,45000,45000,55000,45000,45000,Cái,37000,0,37000,0,37000,0,37000,0,37000,0
Hạt dẻ Organic 400g Topvalu,Sản phẩm thường,Bánh kẹo,4902121880591,4902121880591,Có,160000,180000,180000,250000,180000,190000,Gói ( 20),160000,0,160000,0,160000,0,160000,0,160000,0
2054-Kẹo sữa trân châu 70g,Sản phẩm thường,Bánh kẹo,4902124072054,4902124072054,Có,35000,42000,40000,55000,42000,43000,Gói,35000,0,35000,0,35000,0,35000,0,35000,0
8160-Kẹo thảo mộc chanh mật ong Nobel,Sản phẩm thường,Bánh kẹo,4902124618160,4902124618160,Có,32000,40000,35000,55000,40000,42000,Gói(6),32000,0,32000,0,32000,0,32000,0,32000,0
0235-Kẹo Nobel siêu chua vị Chanh ,Sản phẩm thường,Bánh kẹo,4902124680235,4902124680235,Có,38000,42000,41000,40000,42000,45000,gói (6),38000,0,38000,0,38000,0,38000,0,38000,0
0495-Kẹo Nobel siêu chua vị Soda,Sản phẩm thường,Bánh kẹo,4902124680495,4902124680495,Có,38000,42000,41000,20000,42000,45000,gói(6),38000,0,38000,0,38000,0,38000,0,38000,0
0624-Kẹo Nobel siêu chua vị Cola,Sản phẩm thường,Bánh kẹo,4902124680624,4902124680624,Có,38000,42000,41000,20000,42000,45000,Gói(6),38000,0,38000,0,38000,0,38000,0,38000,0
Kẹo soda xốp ,Sản phẩm thường,Bánh kẹo,4902124680891,4902124680891,Có,40000,45000,45000,60000,45000,48000,Gói ( 6),40000,0,40000,0,40000,0,40000,0,40000,0
1393-Kẹo đậu đỏ Nobel 80g,Sản phẩm thường,Bánh kẹo,4902124681393,4902124681393,Có,33000,,,60000,,,Gói(6),33000,0,33000,0,33000,0,33000,0,33000,0
Kẹo mận mơ muối Nobel 80g,Sản phẩm thường,Bánh kẹo,4902124681430,4902124681430,Có,38000,43000,40000,15000,43000,45000,gói (6),38000,0,38000,0,38000,0,38000,0,38000,0
1492-Kẹo trà sữa Nobel 90g,Sản phẩm thường,Bánh kẹo,4902124681492,4902124681492,Có,38000,47000,45000,60000,47000,50000,Hộp(6),38000,0,38000,0,38000,0,38000,0,38000,0
1553-Kẹo trà sữa xoài dâu Nobel 90g,Sản phẩm thường,Bánh kẹo,4902124681553,4902124681553,Có,33000,40000,38000,55000,40000,42000,Gói(6),33000,0,33000,0,33000,0,33000,0,33000,0
0209-Kitkat vị trà Hojicha hộp 12 thanh,Sản phẩm thường,Bánh kẹo,4902201160209,4902201160209,Có,195144,210000,210000,150000,210000,215000,hộp,195144,0,195144,0,195144,0,195144,0,195144,0
0445-Kitkat vị khoai lang tím hộp 12 thanh,Sản phẩm thường,Bánh kẹo,4902201160445,4902201160445,Có,190000,210000,210000,45000,210000,215000,Hộp (10x3),190000,0,190000,0,190000,0,190000,0,190000,0
0476-Kitkat vị Wasabi hộp 12 thanh,Sản phẩm thường,Bánh kẹo,4902201160476,4902201160476,Có,190000,210000,210000,150000,210000,215000,Hộp,190000,0,190000,0,190000,0,190000,0,190000,0
0506-Kitkat vị táo đỏ Shinshu hộp 12 thanh,Sản phẩm thường,Bánh kẹo,4902201160506,4902201160506,Có,190000,75000,75000,75000,75000,75000,Hộp (10x3),190000,0,190000,0,190000,0,190000,0,190000,0
0520-Kitkat vị phô mai dâu hộp 12 thanh,Sản phẩm thường,Bánh kẹo,4902201160520,4902201160520,Có,190000,210000,210000,75000,210000,215000,hộp (10x3),190000,0,190000,0,190000,0,190000,0,190000,0
0568-Kitkat vị trà matcha hộp 12 thanh,Sản phẩm thường,Bánh kẹo,4902201160568,4902201160568,Có,195144,210000,210000,150000,210000,215000,hộp,195144,0,195144,0,195144,0,195144,0,195144,0
Kitkat dâu,Sản phẩm thường,Bánh kẹo,4902201161473,4902201161473,Có,60000,62000,62000,80000,62000,65000,gói (12),60000,0,60000,0,60000,0,60000,0,60000,0
1916-Kitkat vị kem và bánh,Sản phẩm thường,Bánh kẹo,4902201161916,4902201161916,Có,65000,70000,68000,30000,70000,72000,gói(12),65000,0,65000,0,65000,0,65000,0,65000,0
2326-Kitkat chocolate đen,Sản phẩm thường,Bánh kẹo,4902201162326,4902201162326,Có,58000,62000,62000,80000,62000,65000,Gói(12),58000,0,58000,0,58000,0,58000,0,58000,0
Kitkat kem dâu,Sản phẩm thường,Bánh kẹo,4902201163378,4902201163378,Có,65000,67000,67000,45000,67000,67000,Gói ( 12),65000,0,65000,0,65000,0,65000,0,65000,0
Kitkat bí đỏ,Sản phẩm thường,Bánh kẹo,4902201163385,4902201163385,Có,55000,60000,60000,90000,60000,62000,gói,55000,0,55000,0,55000,0,55000,0,55000,0
3460-Kitkat vị bánh Momiji Manju hộp 12 thanh,Sản phẩm thường,Bánh kẹo,4902201163460,4902201163460,Có,195144,210000,210000,80000,210000,215000,hộp (10x3),195144,0,195144,0,195144,0,195144,0,195144,0
Kitkat Rượu sake,Sản phẩm thường,Bánh kẹo,4902201163583,4902201163583,Có,90000,95000,95000,120000,95000,100000,Thùng (12),90000,0,90000,0,90000,0,90000,0,90000,0
4757-Kitkat Sake Chocolate trắng 9 gói(đỏ),Sản phẩm thường,Bánh kẹo,4902201164757,4902201164757,Có,170000,180000,175000,100000,180000,185000,Hộp (24),170000,0,170000,0,170000,0,170000,0,170000,0
Kitkat trà xanh N,Sản phẩm thường,Bánh kẹo,4902201164788,4902201164788,Có,55000,62000,62000,80000,62000,65000,Gói,55000,0,55000,0,55000,0,55000,0,55000,0
5389-Kitkat vị Sandwich đậu đỏ hộp 12 thanh,Sản phẩm thường,Bánh kẹo,4902201165389,4902201165389,Có,195144,210000,210000,75000,210000,215000,hộp (10x3),195144,0,195144,0,195144,0,195144,0,195144,0
5471-Kitkat vị dâu hộp 12 thanh,Sản phẩm thường,Bánh kẹo,4902201165471,4902201165471,Có,195144,210000,210000,150000,210000,215000,hộp,195144,0,195144,0,195144,0,195144,0,195144,0
6584-Kitkat vị phô mai dâu núi phú sĩ,Sản phẩm thường,Bánh kẹo,4902201166584,4902201166584,Có,150000,165000,155000,20000,165000,170000,hộp (24),150000,0,150000,0,150000,0,150000,0,150000,0
Kitkat cam,Sản phẩm thường,Bánh kẹo,4902201166911,4902201166911,Có,58000,62000,62000,80000,62000,65000,gói(12),58000,0,58000,0,58000,0,58000,0,58000,0
