Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU*,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
3616-KĐR Aquafresh bảo vệ nứu răng 140g+20g,Sản phẩm thường,Hóa Mỹ Phẩm,4901080773715,4901080773715,Có,64000,72000,70000,120000,72000,75000,Tuýp(4x12),64000,48,64000,41,64000,34,64000,0,64000,0
1087-Bàn chải ĐR em bé 6 tháng - 3t Kitty ,Sản phẩm thường,Hóa Mỹ Phẩm,4901221031087,4901221031087,Có,23000,28000,27000,40000,28000,30000,cái,23000,7,23000,1,23000,2,23000,0,23000,0
7618-Thuốc duỗi tóc proqualite,Sản phẩm thường,Hóa Mỹ Phẩm,4901234347618,4901234347618,Có,220000,250000,250000,300000,250000,250000,Hộp,220000,0,220000,0,220000,0,220000,0,220000,0
7717-Thuốc nhuộm proqualite,Sản phẩm thường,Hóa Mỹ Phẩm,4901234347717,4901234347717,Có,140000,160000,160000,200000,160000,165000,Hộp,140000,0,140000,0,140000,0,140000,0,140000,0
Sáp giữ nếp tóc Utena 13g,Sản phẩm thường,Hóa Mỹ Phẩm,4901234362345,4901234362345,Có,90000,105000,105000,150000,105000,110000,Cái,90000,0,90000,0,90000,0,90000,0,90000,0
Muối tắm hương đào Body Salt Utena 300g,Sản phẩm thường,Hóa Mỹ Phẩm,4901234394117,4901234394117,Có,220000,225000,223000,310000,225000,230000,Gói(24),220000,21,220000,12,220000,2,220000,0,220000,0
Muối tắm hương nho việt quất Body Salt Utena 300g,Sản phẩm thường,Hóa Mỹ Phẩm,4901234394216,4901234394216,Có,220000,225000,223000,310000,225000,230000,Gói(24),220000,25,220000,15,220000,5,220000,0,220000,0
Muối tắm hương dừa Body Salt Utena 300g,Sản phẩm thường,Hóa Mỹ Phẩm,4901234394315,4901234394315,Có,220000,225000,223000,310000,225000,230000,Gói(24),220000,12,220000,12,220000,0,220000,0,220000,0
Muối tắm hương cam Body Salt Utena 300g,Sản phẩm thường,Hóa Mỹ Phẩm,4901234394414,4901234394414,Có,220000,225000,223000,310000,225000,230000,Gói(24),220000,22,220000,12,220000,3,220000,0,220000,0
Muối tắm hương chanh Body Salt Utena 300g,Sản phẩm thường,Hóa Mỹ Phẩm,4901234394513,4901234394513,Có,220000,225000,223000,310000,225000,230000,Gói(24),220000,21,220000,12,220000,0,220000,0,220000,0
Muối tắm body salt bạc hà,Sản phẩm thường,Hóa Mỹ Phẩm,4901234395015,4901234395015,Có,220000,250000,250000,310000,250000,245000,Bịch ,220000,0,220000,0,220000,0,220000,0,220000,0
