Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU*,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
Thơm nhà vệ sinh Sukkiri hương lavender 400ml,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080647016,4901080647016,Có,55000,65000,60000,90000,65000,68000,chai(16),55000,1,55000,0,55000,0,55000,0,55000,0
Thơm nhà vệ sinh Sukkiri khử mùi 400ml,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080649218,4901080649218,Có,55000,65000,60000,90000,65000,68000,chai(16),55000,38,55000,9,55000,4,55000,0,55000,0
Thơm nhà vệ sinh Sukkiri hương bạc hà 400ml,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080649317,4901080649317,Có,55000,65000,60000,90000,65000,68000,chai(16),55000,2,55000,0,55000,0,55000,0,55000,0
Thơm phòng Sukkiri hoa oải hương,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080655417,4901080655417,Có,55000,65000,60000,90000,65000,68000,Chai (16),55000,0,55000,1,55000,0,55000,0,55000,0
Thơm phòng Sukkiri hoa hồng 400ml,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080655516,4901080655516,Có,55000,65000,60000,90000,65000,68000,Chai (12),55000,0,55000,0,55000,1,55000,0,55000,0
Thơm phòng Sukkiri hoa cúc,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080655615,4901080655615,Có,55000,65000,60000,90000,65000,68000,Chai(16),55000,1,55000,0,55000,1,55000,0,55000,0
Thơm phòng Sukkiri không mùi,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080655912,4901080655912,Có,55000,65000,60000,90000,65000,68000,Chai (16),55000,19,55000,12,55000,11,55000,0,55000,0
Thơm phòng Sukkiri hương bạc hà,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080656018,4901080656018,Có,55000,65000,60000,90000,65000,68000,Chai(16),55000,1,55000,10,55000,0,55000,0,55000,0
8514-Xịt vệ sinh khử khuẩn điều hòa Asu Earthchem 420ml,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901080688514,4901080688514,Có,85000,98000,95000,130000,98000,100000,Chai(30),85000,17,85000,29,85000,28,85000,0,85000,0
Chai tẩy quần áo màu KAO 1000ml,Sản phẩm thường,Tẩy rửa-Thơm phòng-Diệt côn trùng,4901301010575,4901301010575,Có,64350,74000,74000,100000,74000,79000,Cái,64350,0,64350,7,64350,2,64350,0,64350,0
