Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
Mì Tokyo Noodle vị ớt tỏi,Sản phẩm thường,Ăn Uống,4906871020016,4906871020016,Có,28000,30000,30000,45000,30000,33000,Gói,28000,0,28000,0,28000,0,28000,0,28000,0
0122-Mì Tokyo Noodle vị gà,Sản phẩm thường,Ăn Uống,4906871020122,4906871020122,Có,23000,27000,26000,20000,27000,30000,gói (12),23000,0,23000,0,23000,0,23000,0,23000,0
Mì Tokyo Noodle vị cà ri,Sản phẩm thường,Ăn Uống,4906871020139,4906871020139,Có,28000,30000,30000,30000,30000,33000,Gói,28000,0,28000,0,28000,0,28000,0,28000,0
0153-Mì Tokyo Noodle tôm 120g,Sản phẩm thường,Ăn Uống,4906871020153,4906871020153,Có,23000,27000,26000,20000,27000,30000,Gói(12),23000,0,23000,1,23000,1,23000,0,23000,0
2017-Mì Tokyo Noodle vị Tomyum 120g,Sản phẩm thường,Ăn Uống,4906871052017,4906871052017,Có,27000,31000,30000,50000,31000,32000,Gói(12),27000,0,27000,0,27000,0,27000,0,27000,0
Sữa bò tươi 1000ml,Sản phẩm thường,Ăn Uống,4908011500389,4908011500389,Có,200000,210000,210000,260000,210000,220000,Hộp,200000,0,200000,0,200000,0,200000,0,200000,0
0021- Đậu đỏ 250g,Sản phẩm thường,Ăn Uống,4908101200021,4908101200021,Có,102000,112000,112000,145000,112000,115000,Gói (20),102000,0,102000,0,102000,0,102000,0,102000,0
0113- Đậu đen 250g,Sản phẩm thường,Ăn Uống,4908101200113,4908101200113,Có,88000,98000,98000,130000,98000,95000,Gói (20),88000,0,88000,0,88000,0,88000,0,88000,0
6506-Đường củ cải 650g,Sản phẩm thường,Ăn Uống,4908101356506,4908101356506,Có,95000,110000,105000,160000,110000,115000,Gói( 12),95000,20,95000,18,95000,23,95000,0,95000,0
0938- Nấm khô Shitake Kaorichan 50g,Sản phẩm thường,Ăn Uống,4908870000938,4908870000938,Có,170000,180000,180000,230000,180000,185000,Gói ,170000,3,170000,3,170000,1,170000,0,170000,0
Nấm khô Shiitake Donko 70g,Sản phẩm thường,Ăn Uống,4908870011859,4908870011859,Có,315000,305000,305000,400000,305000,310000,Gói,315000,4,315000,1,315000,0,315000,0,315000,0
1866- Nấm khô Shiitake Kouko 45g,Sản phẩm thường,Ăn Uống,4908870011866,4908870011866,Có,258000,265000,265000,320000,265000,275000,Gói,258000,5,258000,5,258000,2,258000,0,258000,0
Nấm khô Shiitake Quicko 50gr,Sản phẩm thường,Ăn Uống,4908870011958,4908870011958,Có,140400,152000,150000,195000,152000,155000,Gói,140400,0,140400,0,140400,0,140400,0,140400,0
Nấm khô Shiitake Quicko 30gr,Sản phẩm thường,Ăn Uống,4908870012009,4908870012009,Có,126000,137000,135000,175000,137000,140000,Gói,126000,4,126000,0,126000,0,126000,0,126000,0
Trà sữa 1.8 lít nguyên thùng,Sản phẩm thường,Ăn Uống,4909411031916,4909411031916,Có,384000,435000,435000,550000,435000,450000,thùng (8),384000,0,384000,0,384000,0,384000,0,384000,0
6902-Nước ngọt táo Tropicana 160ml,Sản phẩm thường,Ăn Uống,4909411056902,4909411056902,Có,13000,15000,15000,20000,15000,15500,Lon(30),13000,0,13000,0,13000,0,13000,0,13000,0
6926-Nước ngọt Nho Tropicana 160ml,Sản phẩm thường,Ăn Uống,4909411056926,4909411056926,Có,13000,15000,15000,20000,15000,15500,Lon(30),13000,0,13000,0,13000,0,13000,0,13000,0
9100-Trà xanh Namacha Kirin 2L,Sản phẩm thường,Ăn Uống,4909411069100,4909411069100,Có,40000,55000,50000,75000,55000,60000,chai(6),40000,7,40000,0,40000,0,40000,0,40000,0
6870-Trà sữa Kirin 1.5L,Sản phẩm thường,Ăn Uống,4909411076870,4909411076870,Có,43000,52000,50000,80000,52000,55000,Chai(8),43000,9,43000,10,43000,9,43000,0,43000,0
6931-Nước ép táo Kirin 430ml,Sản phẩm thường,Ăn Uống,4909411076931,4909411076931,Có,25000,27000,27000,35000,27000,32000,Chai(24),25000,0,25000,0,25000,0,25000,0,25000,0
6955-Nước ép nho Kirin 430ml,Sản phẩm thường,Ăn Uống,4909411076955,4909411076955,Có,25000,27000,27000,35000,27000,27500,Chai(24),25000,0,25000,0,25000,0,25000,0,25000,0
6979-Nước ép cam Kirin 430ml ,Sản phẩm thường,Ăn Uống,4909411076979,4909411076979,Có,25000,27000,27000,35000,27000,27500,Chai(24),25000,0,25000,0,25000,0,25000,0,25000,0
7013-Nước ép táo Koiwai Kirin 1.5L,Sản phẩm thường,Ăn Uống,4909411077013,4909411077013,Có,47000,58000,55000,70000,58000,60000,chai(8),47000,0,47000,2,47000,0,47000,0,47000,0
7037-Nước ép nho Koiwai Kirin 1.5L,Sản phẩm thường,Ăn Uống,4909411077037,4909411077037,Có,47000,58000,55000,70000,58000,60000,chai(8),47000,5,47000,0,47000,4,47000,0,47000,0
7419-Trà chanh Kirin 1.5L,Sản phẩm thường,Ăn Uống,4909411077419,4909411077419,Có,45000,58000,55000,80000,58000,60000,Chai(8),45000,9,45000,10,45000,4,45000,0,45000,0
0396-Trà sữa Kirin 500ml,Sản phẩm thường,Ăn Uống,4909411080396,4909411080396,Có,27000,29000,29000,40000,29000,31000,chai (24),27000,0,27000,0,27000,0,27000,0,27000,0
Nước vải muối Kirin 1.5L,Sản phẩm thường,Ăn Uống,4909411085575,4909411085575,Có,47000,58000,55000,80000,58000,60000,chai(8),47000,17,47000,13,47000,12,47000,0,47000,0
0041-Đậu lên men Natto 45gx3,Sản phẩm thường,Ăn Uống,4909891100041,4909891100041,Có,60000,65000,65000,90000,65000,70000,set,60000,0,60000,0,60000,0,60000,0,60000,0
Nước xốt ướp đồ nướng,Sản phẩm thường,Ăn Uống,49111217,49111217,Có,50000,55000,55000,70000,55000,55000,chai,50000,0,50000,0,50000,0,50000,0,50000,0
Nước xốt ướp đồ nướng hồng,Sản phẩm thường,Ăn Uống,49111224,49111224,Có,50000,55000,55000,70000,55000,55000,chai,50000,0,50000,0,50000,0,50000,0,50000,0
Trà gạo rang,Sản phẩm thường,Ăn Uống,49143379,49143379,Có,95000,110000,110000,140000,110000,110000,chai,95000,0,95000,0,95000,0,95000,0,95000,0
0021-Trà xanh Sankouen cô gái Nhật ,Sản phẩm thường,Ăn Uống,4920082013049,4920082013049,Có,170000,210000,210000,280000,210000,220000,Hộp,170000,0,170000,0,170000,0,170000,0,170000,0
1122-Mù tạt 43g,Sản phẩm thường,Ăn Uống,4930129461122,4930129461122,Có,28000,32000,30000,45000,32000,33000,tuýp,28000,0,28000,0,28000,0,28000,0,28000,0
Nước tương chai lớn,Sản phẩm thường,Ăn Uống,4931961540747,4931961540747,Có,120000,130000,130000,170000,130000,130000,chai,120000,0,120000,0,120000,0,120000,0,120000,0
Dầu gạo Nhật Bản Tsuno nguyên chất 1500g,Sản phẩm thường,Ăn Uống,4932313033092,4932313033092,Có,224000,230000,230000,290000,230000,235000,chai,224000,6,224000,2,224000,12,224000,0,224000,0
Dầu gạo cao cấp Tsuno Nhật Bản 500gr,Sản phẩm thường,Ăn Uống,4932313037052,4932313037052,Có,108800,110000,110000,90000,110000,100000,Chai,108800,1,108800,8,108800,4,108800,0,108800,0
0121-Giấm Sushi Koraijo 300ml,Sản phẩm thường,Ăn Uống,4932330000121,4932330000121,Có,138600,155000,150000,200000,155000,160000,Chai,138600,19,138600,12,138600,6,138600,0,138600,0
0183-Giấm Sambai 300ml,Sản phẩm thường,Ăn Uống,4932330000183,4932330000183,Có,138600,155000,150000,200000,155000,160000,Chai,138600,26,138600,12,138600,14,138600,0,138600,0
0350-Giấm đen Bamonto 300ml,Sản phẩm thường,Ăn Uống,4932330000350,4932330000350,Có,167310,180000,175000,250000,180000,185000,Chai,167310,20,167310,9,167310,14,167310,0,167310,0
chocola Okura,Sản phẩm thường,Ăn Uống,4933373042420,4933373042420,Có,184000,195000,195000,150000,195000,200000,hộp,184000,0,184000,0,184000,0,184000,0,184000,0
Bắp chiên bơ,Sản phẩm thường,Ăn Uống,4935747001019,4935747001019,Có,35000,40000,40000,50000,40000,40000,hộp,35000,0,35000,0,35000,0,35000,0,35000,0
6949-Đồ nhậu các loại 105g,Sản phẩm thường,Ăn Uống,4935958016949,4935958016949,Có,80000,90000,85000,20000,90000,30000,Gói(10),80000,0,80000,0,80000,0,80000,0,80000,0
4793-Nước trái cây Cainz cam 160ml,Sản phẩm thường,Ăn Uống,4936695494793,4936695494793,Có,10000,12334,11667,15000,12334,12667,Lon(30),10000,65,10000,1,10000,50,10000,0,10000,0
Nước ép cam nguyên thùng,Sản phẩm thường,Ăn Uống,4936695494809,4936695494809,Có,300000,370000,370000,450000,370000,370000,thùng,300000,0,300000,0,300000,0,300000,0,300000,0
4816-Nước trái cây Cainz táo 160ml,Sản phẩm thường,Ăn Uống,4936695494816,4936695494816,Có,10334,12334,11667,15000,12334,12667,Lon(30),10334,61,10334,0,10334,18,10334,0,10334,0
Nước ép táo nguyên thùng,Sản phẩm thường,Ăn Uống,4936695494823,4936695494823,Có,300000,370000,370000,450000,370000,370000,thùng,300000,0,300000,0,300000,0,300000,0,300000,0
4830-Nước trái cây Cainz fruit mix 160ml,Sản phẩm thường,Ăn Uống,4936695494830,4936695494830,Có,10334,12334,11667,15000,12334,12667,Lon(30),10334,1,10334,1,10334,0,10334,0,10334,0
4892-Nước trái cây Cainz nho 160ml,Sản phẩm thường,Ăn Uống,4936695494892,4936695494892,Có,10334,12334,11667,15000,12334,12667,Lon(30),10334,5,10334,0,10334,2,10334,0,10334,0
4915-Nước trái cây Cainz mơ 160ml,Sản phẩm thường,Ăn Uống,4936695494915,4936695494915,Có,10334,12000,11667,15000,12000,12334,Lon(30),10334,76,10334,1,10334,24,10334,0,10334,0
Nước uống điện giải trong thể thao AQTIVE,Sản phẩm thường,Ăn Uống,4936790440701,4936790440701,Có,18750,21000,21000,30000,21000,21000,chai,18750,0,18750,0,18750,0,18750,0,18750,0
Hạt nêm hải sản 500g,Sản phẩm thường,Ăn Uống,4939440836770,4939440836770,Có,190000,210000,210000,150000,210000,210000,hộp (6),190000,0,190000,0,190000,0,190000,0,190000,0
"Nước ép nho, chanh",Sản phẩm thường,Ăn Uống,49410563,49410563,Có,50000,53000,53000,60000,53000,57000,Set (6),50000,0,50000,0,50000,0,50000,0,50000,0
0730-Nước ép trái cây Morinaga Cam Dâu,Sản phẩm thường,Ăn Uống,49410730,49410730,Có,62000,65000,65000,80000,65000,55000,Block(6),62000,0,62000,0,62000,0,62000,0,62000,0
5119-Hộp trà Tokyo Premium vàng 20g,Sản phẩm thường,Ăn Uống,4942306405119,4942306405119,Có,151000,165000,165000,250000,165000,200000,Hộp,151000,0,151000,0,151000,0,151000,0,151000,0
5126-Hộp trà Tokyo Premium đỏ 20g,Sản phẩm thường,Ăn Uống,4942306405126,4942306405126,Có,151000,165000,165000,250000,165000,200000,Hộp,151000,0,151000,0,151000,0,151000,0,151000,0
Rong biển nấu canh 50g,Sản phẩm thường,Ăn Uống,4942355036265,4942355036265,Có,28000,35000,35000,50000,35000,37000,Gói,28000,0,28000,0,28000,0,28000,0,28000,0
Rong biển nấu canh 200 g,Sản phẩm thường,Ăn Uống,4942355036272,4942355036272,Có,90000,170000,170000,180000,170000,140000,gói (30),90000,0,90000,0,90000,0,90000,0,90000,0
2101-Đường 1kg,Sản phẩm thường,Ăn Uống,4942355082101,4942355082101,Có,60000,65000,65000,100000,65000,70000,Gói,60000,0,60000,0,60000,0,60000,0,60000,0
Rong biển nấu canh 50g,Sản phẩm thường,Ăn Uống,4942355082798,4942355082798,Có,27000,40000,40000,55000,40000,45000,Gói ( 100),27000,0,27000,0,27000,0,27000,0,27000,0
5118-Hambuger Bò phô mai 155g,Sản phẩm thường,Ăn Uống,4942355305118,4942355305118,Có,40000,45000,45000,80000,45000,47000,Gói,40000,0,40000,0,40000,0,40000,0,40000,0
Hambuger Bò Sốt 160g,Sản phẩm thường,Ăn Uống,4942355404354,4942355404354,Có,40000,45000,45000,80000,45000,47000,Gói,40000,0,40000,0,40000,0,40000,0,40000,0
4361-Hambuger Bò Kobe Bussan 140g,Sản phẩm thường,Ăn Uống,4942355404361,4942355404361,Có,40000,45000,45000,80000,45000,48000,Gói,40000,0,40000,0,40000,0,40000,0,40000,0
Trà xanh hộp,Sản phẩm thường,Ăn Uống,4944861005308,4944861005308,Có,150000,165000,165000,220000,165000,165000,hộp,150000,0,150000,0,150000,0,150000,0,150000,0
Chocola  MOROZOFF ,Sản phẩm thường,Ăn Uống,4946841000914,4946841000914,Có,510000,450000,450000,750000,450000,450000,hộp,510000,0,510000,0,510000,0,510000,0,510000,0
Chocola Vieressa,Sản phẩm thường,Ăn Uống,4946841003205,4946841003205,Có,120000,150000,150000,150000,150000,150000,hộp,120000,0,120000,0,120000,0,120000,0,120000,0
Chocola Gem Rouge,Sản phẩm thường,Ăn Uống,4946841008835,4946841008835,Có,212000,240000,240000,300000,240000,240000,hộp,212000,0,212000,0,212000,0,212000,0,212000,0
Mintia Asahi trắng ,Sản phẩm thường,Ăn Uống,4946842501908,4946842501908,Có,52000,60000,60000,75000,60000,62000,Gói,52000,0,52000,0,52000,0,52000,0,52000,0
Mintia Asahi bạc hà,Sản phẩm thường,Ăn Uống,4946842505975,4946842505975,Có,24000,30000,30000,45000,30000,35000,gói,24000,0,24000,0,24000,0,24000,0,24000,0
Mintia Asahi cafe,Sản phẩm thường,Ăn Uống,4946842509539,4946842509539,Có,24000,30000,30000,45000,30000,35000,Gói,24000,0,24000,0,24000,0,24000,0,24000,0
Mintia Asahi trà xanh,Sản phẩm thường,Ăn Uống,4946842523221,4946842523221,Có,24000,30000,30000,45000,30000,35000,hộp,24000,0,24000,0,24000,0,24000,0,24000,0
Mintia Asahi Dâu,Sản phẩm thường,Ăn Uống,4946842525560,4946842525560,Có,24000,30000,30000,45000,30000,35000,Hộp,24000,0,24000,0,24000,0,24000,0,24000,0
0019-Bột rau củ Asahi 20 gói ,Sản phẩm thường,Ăn Uống,4946842650019,4946842650019,Có,200000,235000,230000,300000,235000,240000,Hộp,200000,0,200000,0,200000,0,200000,0,200000,0
Chocola cây đàn,Sản phẩm thường,Ăn Uống,4949582613115,4949582613115,Có,184000,195000,195000,240000,195000,195000,hộp,184000,0,184000,0,184000,0,184000,0,184000,0
2119-Trà Dokudami 30 gói,Sản phẩm thường,Ăn Uống,4950233492119,4950233492119,Có,110000,125000,120000,180000,125000,130000,Hộp(20),110000,0,110000,0,110000,0,110000,0,110000,0
Muối làm đậu,Sản phẩm thường,Ăn Uống,4950788152193,4950788152193,Có,70000,60000,60000,70000,60000,60000,gói,70000,0,70000,0,70000,0,70000,0,70000,0
Ruốc cá hồi nắp xanh lá cây 180g,Sản phẩm thường,Ăn Uống,4950861103227,4950861103227,Có,98000,110000,110000,150000,110000,110000,set,98000,0,98000,0,98000,0,98000,0,98000,0
Ruốc cá hồi Hũ lớn,Sản phẩm thường,Ăn Uống,4950861103685,4950861103685,Có,120000,110000,110000,150000,110000,110000,hũ,120000,0,120000,0,120000,0,120000,0,120000,0
Khoai lang nhật hấp chín ,Sản phẩm thường,Ăn Uống,4951265007715,4951265007715,Có,165000,180000,180000,210000,180000,185000,Gói,165000,0,165000,0,165000,0,165000,0,165000,0
Rong biển nấu canh 50g Wakame ,Sản phẩm thường,Ăn Uống,4951418999225,4951418999225,Có,38500,45000,42000,80000,45000,50000,Gói (160),38500,1,38500,0,38500,1,38500,0,38500,0
1066-Trà Rooibos 48 gói,Sản phẩm thường,Ăn Uống,4952773001066,4952773001066,Có,90000,100000,95000,150000,100000,105000,Gói(35),90000,0,90000,0,90000,0,90000,0,90000,0
1941-Tương ớt xay 70g,Sản phẩm thường,Ăn Uống,4953253001941,4953253001941,Có,0,,,100000,,,hũ ,0,0,0,0,0,0,0,0,0,0
0218-Sữa bò Hokkaido 1L,Sản phẩm thường,Ăn Uống,4955447100218,4955447100218,Có,80000,85000,85000,130000,85000,87000,Hộp(6),80000,0,80000,0,80000,0,80000,0,80000,0
Chocola Tokyo,Sản phẩm thường,Ăn Uống,4956058114953,4956058114953,Có,135000,150000,150000,50000,150000,155000,Hộp,135000,0,135000,0,135000,0,135000,0,135000,0
3133-Nước sốt thịt nướng Nhật Bản 240g,Sản phẩm thường,Ăn Uống,4956283123133,4956283123133,Có,95040,110000,105000,150000,110000,115000,Chai,95040,0,95040,0,95040,14,95040,0,95040,0
0125-Soup bí ngô gạo lứt 150g,Sản phẩm thường,Ăn Uống,4956283430125,4956283430125,Có,53460,65000,60000,75000,65000,70000,Gói,53460,6,53460,1,53460,0,53460,0,53460,0
0834- Nước sốt salad vừng vàng Nhật Bản 390ml,Sản phẩm thường,Ăn Uống,4956283440834,4956283440834,Có,146520,175000,170000,1,175000,180000,Chai,146520,11,146520,0,146520,0,146520,0,146520,0
Chocola sữa Hokaido 18 miếng ,Sản phẩm thường,Ăn Uống,4956758009108,4956758009108,Có,270000,290000,290000,400000,290000,290000,Hộp,270000,0,270000,0,270000,0,270000,0,270000,0
Xí muội lát Nhật Factory,Sản phẩm thường,Ăn Uống,4959436802244,4959436802244,Có,72333,82000,82000,100000,82000,83000,Gói,72333,0,72333,0,72333,0,72333,0,72333,0
9916-Nước ngọt có gas trắng,Sản phẩm thường,Ăn Uống,49599916,49599916,Có,10000,15000,15000,20000,15000,15000,Chai,10000,0,10000,0,10000,0,10000,0,10000,0
9961-Nước ngọt có gas hồng,Sản phẩm thường,Ăn Uống,49599961,49599961,Có,10000,15000,15000,20000,15000,15000,Chai,10000,0,10000,0,10000,0,10000,0,10000,0
9978-Nước ngọt có gas dưa lưới,Sản phẩm thường,Ăn Uống,49599978,49599978,Có,10000,15000,15000,10000,15000,15500,Chai,10000,0,10000,0,10000,0,10000,0,10000,0
Nước xốt ướp đồ nướng,Sản phẩm thường,Ăn Uống,49605747,49605747,Có,50000,55000,55000,70000,55000,55000,chai,50000,0,50000,0,50000,0,50000,0,50000,0
1520-Bột rau củ Yakult 60 gói,Sản phẩm thường,Ăn Uống,4961507111520,4961507111520,Có,495000,,,650000,,,Hộp,495000,0,495000,0,495000,0,495000,0,495000,0
Đậu nành nhật Edamame 500g,Sản phẩm thường,Ăn Uống,4963646361019,4963646361019,Có,70000,75000,75000,110000,75000,80000,Gói,70000,0,70000,0,70000,0,70000,0,70000,0
1544-Đồ nhậu tổng hợp 50g Tono,Sản phẩm thường,Ăn Uống,4964888901544,4964888901544,Có,60000,70000,65000,30000,70000,75000,Gói(10),60000,7,60000,6,60000,10,60000,0,60000,0
Nước cốt gà 1kg ,Sản phẩm thường,Ăn Uống,4965078102116,4965078102116,Có,225000,235000,230000,300000,235000,240000,Hũ (12),225000,24,225000,18,225000,12,225000,0,225000,0
Nước cốt gà 500g,Sản phẩm thường,Ăn Uống,4965078102123,4965078102123,Có,150000,160000,155000,220000,160000,165000,Hộp (12),150000,9,150000,22,150000,12,150000,0,150000,0
Nước xốt trộn Salad,Sản phẩm thường,Ăn Uống,4967105801436,4967105801436,Có,85000,90000,90000,50000,90000,90000,chai (20),85000,0,85000,0,85000,0,85000,0,85000,0
Gạo nếp Nhật 2Kg,Sản phẩm thường,Ăn Uống,4967576346153,4967576346153,Có,190000,230000,220000,290000,230000,240000,Gói,190000,1,190000,0,190000,0,190000,0,190000,0
Đường nâu Okinawa 300g,Sản phẩm thường,Ăn Uống,4967871630483,4967871630483,Có,100000,110000,110000,130000,110000,110000,Gói,100000,0,100000,0,100000,0,100000,0,100000,0
Mì ly Nissin mini 36g,Sản phẩm thường,Ăn Uống,49698169,49698169,Có,24000,27000,25000,20000,27000,29000,hộp(15),24000,0,24000,2,24000,0,24000,0,24000,0
Mì ly Nissin vị hải sản 38g,Sản phẩm thường,Ăn Uống,49698190,49698190,Có,24000,27000,25000,30000,27000,29000,hộp(15),24000,0,24000,0,24000,0,24000,0,24000,0
8626-Mì ly Nissin Hải Sản 77g ,Sản phẩm thường,Ăn Uống,49698626,49698626,Có,35000,40000,38000,50000,40000,42000,Ly(20),35000,0,35000,0,35000,0,35000,0,35000,0
8633-Mì ly Nissin vị nước tương 77g,Sản phẩm thường,Ăn Uống,49698633,49698633,Có,35000,40000,38000,50000,40000,42000,Ly(20),35000,0,35000,0,35000,0,35000,0,35000,0
7015-Sốt mì Soba  Yakisoba 500g,Sản phẩm thường,Ăn Uống,4970077127015,4970077127015,Có,110000,120000,120000,160000,120000,125000,Chai,110000,0,110000,0,110000,0,110000,0,110000,0
4976- Lạp xưởng Gấu Trúc 3.4g,Sản phẩm thường,Ăn Uống,49704976,49704976,Có,2000,2000,2000,5000,2000,2000,Cái(50x20),2000,0,2000,0,2000,0,2000,0,2000,0
5755-Rong biển nấu canh 45g,Sản phẩm thường,Ăn Uống,4970510335755,4970510335755,Có,32000,37000,37000,60000,37000,40000,gói (40),32000,0,32000,0,32000,0,32000,0,32000,0
Soup miso cà tím,Sản phẩm thường,Ăn Uống,4971334203985,4971334203985,Có,70000,80000,80000,95000,80000,80000,gói,70000,0,70000,0,70000,0,70000,0,70000,0
1762-Cá Trứng Shishamo,Sản phẩm thường,Ăn Uống,4971432111762,4971432111762,Có,105000,115000,115000,150000,115000,125000,Hộp,105000,0,105000,0,105000,0,105000,0,105000,0
1880-Trà Genpi giảm mỡ bụng  Orihiro 180g,Sản phẩm thường,Ăn Uống,4971493001880,4971493001880,Có,115000,125000,120000,180000,125000,130000,Gói,115000,8,115000,5,115000,11,115000,0,115000,0
1174-Trà giảm cân Orihiro 180g tím ,Sản phẩm thường,Ăn Uống,4971493201174,4971493201174,Có,90000,100000,100000,170000,100000,155000,Gói,90000,0,90000,0,90000,0,90000,0,90000,0
1198-Trà diếp cá 60 gói Orihiro,Sản phẩm thường,Ăn Uống,4971493201198,4971493201198,Có,90000,100000,97000,160000,100000,105000,Gói(24),90000,17,90000,24,90000,0,90000,0,90000,0
Trà bạch quả túi lọc Orihiro (2g x 26 túi),Sản phẩm thường,Ăn Uống,4971493201433,4971493201433,Có,100000,220000,220000,150000,220000,220000,Hộp,100000,0,100000,0,100000,0,100000,0,100000,0
1822-Trà lá ổi Orihiro 60 gói,Sản phẩm thường,Ăn Uống,4971493201822,4971493201822,Có,88000,100000,98000,160000,100000,105000,Gói(24),88000,24,88000,33,88000,7,88000,0,88000,0
1963-Trà Rooibos 60 gói,Sản phẩm thường,Ăn Uống,4971493201983,4971493201983,Có,150000,165000,165000,220000,165000,175000,Gói,150000,0,150000,0,150000,0,150000,0,150000,0
Bột tỏi Garlic ( chai),Sản phẩm thường,Ăn Uống,49715224,49715224,Có,90000,100000,100000,130000,100000,100000,chai,90000,0,90000,0,90000,0,90000,0,90000,0
9963-Sữa tươi Glico nguyên kem 200ml,Sản phẩm thường,Ăn Uống,4971666409963,4971666409963,Có,15000,30000,30000,20000,30000,32000,Hộp(24),15000,0,15000,0,15000,0,15000,0,15000,0
0174-Sữa Glico hạnh nhân 200ml,Sản phẩm thường,Ăn Uống,4971666410174,4971666410174,Có,30000,35000,33000,40000,35000,36000,Hộp(24),30000,0,30000,42,30000,1,30000,0,30000,0
Dầu gội xả Bioliss Extra Damage repair  thảo dược 480ml ,Sản phẩm thường,Ăn Uống,4971710395068,4971710395068,Có,195000,220000,210000,300000,220000,230000,set,195000,0,195000,0,195000,0,195000,0,195000,0
Snack hành,Sản phẩm thường,Ăn Uống,4971749110298,4971749110298,Có,6000,10000,10000,5000,10000,10000,hộp,6000,0,6000,0,6000,0,6000,0,6000,0
Snack khoai tây con ếch,Sản phẩm thường,Ăn Uống,4971749110304,4971749110304,Có,6000,10000,10000,5000,10000,10000,hộp,6000,0,6000,0,6000,0,6000,0,6000,0
Snack bắp,Sản phẩm thường,Ăn Uống,4971749110359,4971749110359,Có,6000,10000,10000,5000,10000,10000,hộp,6000,0,6000,0,6000,0,6000,0,6000,0
Snack khoai tây,Sản phẩm thường,Ăn Uống,4971749110601,4971749110601,Có,6000,10000,10000,5000,10000,10000,hộp,6000,0,6000,0,6000,0,6000,0,6000,0
Trân châu trắng Gaban 100g,Sản phẩm thường,Ăn Uống,4971985210073,4971985210073,Có,53000,135000,130000,120000,135000,140000,Gói,53000,0,53000,0,53000,0,53000,0,53000,0
Trân châu đen Gaban 100g,Sản phẩm thường,Ăn Uống,4971985210370,4971985210370,Có,140030,155000,150000,190000,155000,160000,Gói,140030,0,140030,0,140030,0,140030,0,140030,0
Trân châu màu Gaban 100g,Sản phẩm thường,Ăn Uống,4971985211476,4971985211476,Có,157960,170000,165000,200000,170000,175000,Gói,157960,0,157960,0,157960,0,157960,0,157960,0
0272-Tương Miso Kaga Organic 300g,Sản phẩm thường,Ăn Uống,4972039410272,4972039410272,Có,95040,110000,105000,150000,110000,115000,Hộp,95040,0,95040,0,95040,0,95040,0,95040,0
0289-Tương Miso Organic Vừng đen 120g,Sản phẩm thường,Ăn Uống,4972039410289,4972039410289,Có,55440,65000,62000,20000,65000,70000,Gói,55440,0,55440,15,55440,0,55440,0,55440,0
Mù tạt Kaneku  Premium 1kg,Sản phẩm thường,Ăn Uống,4972080808059,4972080808059,Có,230000,250000,250000,350000,250000,260000,gói,230000,0,230000,0,230000,0,230000,0,230000,0
Phi lê cá hồi 140g,Sản phẩm thường,Ăn Uống,4972195005862,4972195005862,Có,40000,45000,45000,65000,45000,45000,Hộp (24),40000,0,40000,0,40000,0,40000,0,40000,0
Phi lê cá ngừ sốt tương 70g,Sản phẩm thường,Ăn Uống,4972195015069,4972195015069,Có,32000,38000,38000,50000,38000,40000,Hộp (24),32000,0,32000,0,32000,0,32000,0,32000,0
Cá ngừ ngâm dầu,Sản phẩm thường,Ăn Uống,4972195015434,4972195015434,Có,18000,38000,38000,30000,38000,25000,Hộp (24),18000,0,18000,0,18000,0,18000,0,18000,0
Cá mòi nướng đậu nành 90g,Sản phẩm thường,Ăn Uống,4972195025280,4972195025280,Có,35000,40000,38000,55000,40000,42000,hộp (30),35000,32,35000,62,35000,30,35000,0,35000,0
Cá mòi nướng 70g,Sản phẩm thường,Ăn Uống,4972195025297,4972195025297,Có,35000,38000,38000,50000,38000,42000,Hộp (24),35000,0,35000,1,35000,0,35000,0,35000,0
5303-Cá mòi 70g ,Sản phẩm thường,Ăn Uống,4972195025303,4972195025303,Có,35000,40000,38000,55000,40000,42000,Hộp(24),35000,80,35000,66,35000,0,35000,0,35000,0
Cá thu hấp,Sản phẩm thường,Ăn Uống,4972195030123,4972195030123,Có,35000,38000,38000,50000,38000,42000,hộp (24),35000,0,35000,0,35000,0,35000,0,35000,0
Cá thu Miso,Sản phẩm thường,Ăn Uống,4972195030673,4972195030673,Có,35000,38000,38000,50000,38000,40000,Hộp (24),35000,0,35000,0,35000,0,35000,0,35000,0
Lươn hấp 100g,Sản phẩm thường,Ăn Uống,4972195035012,4972195035012,Có,35000,40000,38000,50000,40000,42000,Hộp (30),35000,0,35000,0,35000,0,35000,0,35000,0
Cá thu Nhật,Sản phẩm thường,Ăn Uống,4972195035098,4972195035098,Có,35000,38000,38000,50000,38000,42000,hộp (30),35000,0,35000,0,35000,0,35000,0,35000,0
